fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime
2019-01-11,AS,AS,AS,64,AS,N611AS,64,15841,WRG,"Wrangell, AK",12819,KTN,"Ketchikan, AK",1630,1620.0,-10.0,8.0,1628.0,1649.0,9.0,1705,1658.0,-7.0,0.0,0,0.0,N,35.0,38.0,21.0,1.0,82.0,0.0,0.0,0.0,0.0,0.0,1620.0,0.0,0.0
2018-01-21,AA,AA_CODESHARE,AA,5206,OH,N587NN,5206,13577,MYR,"Myrtle Beach, SC",11057,CLT,"Charlotte, NC",930,922.0,-8.0,24.0,946.0,1025.0,10.0,1048,1035.0,-13.0,0.0,0,0.0,N,78.0,73.0,39.0,1.0,157.0,0.0,0.0,0.0,0.0,0.0,922.0,0.0,0.0
2019-12-22,DL,DL_CODESHARE,DL,4861,9E,N478PX,4861,14576,ROC,"Rochester, NY",13487,MSP,"Minneapolis, MN",610,606.0,-4.0,56.0,702.0,758.0,11.0,758,809.0,11.0,0.0,0,0.0,N,168.0,183.0,116.0,1.0,783.0,0.0,0.0,0.0,0.0,0.0,606.0,0.0,0.0
2019-01-11,WN,WN,WN,1572,WN,N404WN,1572,14683,SAT,"San Antonio, TX",11259,DAL,"Dallas, TX",830,825.0,-5.0,7.0,832.0,920.0,3.0,935,923.0,-12.0,0.0,0,0.0,N,65.0,58.0,48.0,1.0,247.0,0.0,0.0,0.0,0.0,0.0,825.0,0.0,0.0
2018-11-30,WN,WN,WN,1006,WN,N906WN,1006,14679,SAN,"San Diego, CA",11292,DEN,"Denver, CO",1240,1240.0,0.0,11.0,1251.0,1541.0,4.0,1555,1545.0,-10.0,0.0,0,0.0,N,135.0,125.0,110.0,1.0,853.0,0.0,0.0,0.0,0.0,0.0,1240.0,0.0,0.0
2018-12-12,WN,WN,WN,414,WN,N7719A,414,10397,ATL,"Atlanta, GA",10821,BWI,"Baltimore, MD",1350,1346.0,-4.0,15.0,1401.0,1517.0,12.0,1535,1529.0,-6.0,0.0,0,0.0,N,105.0,103.0,76.0,1.0,577.0,0.0,0.0,0.0,0.0,0.0,1346.0,0.0,0.0
2019-10-01,WN,WN,WN,1166,WN,N7721E,1166,12892,LAX,"Los Angeles, CA",12191,HOU,"Houston, TX",1600,1604.0,4.0,7.0,1611.0,2109.0,4.0,2120,2113.0,-7.0,0.0,0,0.0,N,200.0,189.0,178.0,1.0,1390.0,0.0,0.0,0.0,0.0,0.0,1604.0,0.0,0.0
2018-09-16,B6,B6,B6,2001,B6,N273JB,2001,10792,BUF,"Buffalo, NY",12478,JFK,"New York, NY",526,515.0,-11.0,26.0,541.0,640.0,8.0,649,648.0,-1.0,0.0,0,0.0,N,83.0,93.0,59.0,1.0,301.0,0.0,0.0,0.0,0.0,0.0,515.0,0.0,0.0
2018-02-01,AA,AA,AA,416,AA,N979UY,416,12892,LAX,"Los Angeles, CA",11057,CLT,"Charlotte, NC",1320,1307.0,-13.0,22.0,1329.0,2019.0,22.0,2108,2041.0,-27.0,0.0,0,0.0,N,288.0,274.0,230.0,1.0,2125.0,0.0,0.0,0.0,0.0,0.0,1307.0,0.0,0.0
2018-02-12,WN,WN,WN,33,WN,N411WN,33,15016,STL,"St. Louis, MO",11259,DAL,"Dallas, TX",1205,1159.0,-6.0,10.0,1209.0,1333.0,3.0,1345,1336.0,-9.0,0.0,0,0.0,N,100.0,97.0,84.0,1.0,546.0,0.0,0.0,0.0,0.0,0.0,1159.0,0.0,0.0
2018-04-23,AA,AA,AA,2768,AA,N844NN,2768,14100,PHL,"Philadelphia, PA",14771,SFO,"San Francisco, CA",755,750.0,-5.0,20.0,810.0,1034.0,4.0,1106,1038.0,-28.0,0.0,0,0.0,N,371.0,348.0,324.0,1.0,2521.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0
2019-01-12,AS,AS_CODESHARE,AS,2486,QX,N440QX,2486,14747,SEA,"Seattle, WA",10666,BLI,"Bellingham, WA",805,850.0,45.0,8.0,858.0,920.0,2.0,850,922.0,32.0,0.0,0,0.0,N,45.0,32.0,22.0,1.0,93.0,0.0,0.0,0.0,0.0,32.0,850.0,0.0,0.0
2019-08-04,DL,DL,DL,1657,DL,N964AT,1657,14747,SEA,"Seattle, WA",14771,SFO,"San Francisco, CA",2134,2200.0,26.0,23.0,2223.0,23.0,4.0,2351,27.0,36.0,0.0,0,0.0,N,137.0,147.0,120.0,1.0,679.0,0.0,0.0,26.0,0.0,10.0,2200.0,0.0,0.0
2019-08-14,DL,DL_CODESHARE,DL,3718,OO,N607SK,3718,13851,OKC,"Oklahoma City, OK",14869,SLC,"Salt Lake City, UT",1328,1325.0,-3.0,9.0,1334.0,1438.0,4.0,1455,1442.0,-13.0,0.0,0,0.0,N,147.0,137.0,124.0,1.0,866.0,0.0,0.0,0.0,0.0,0.0,1325.0,0.0,0.0
2019-03-21,DL,DL_CODESHARE,DL,5188,9E,N331PQ,5188,13487,MSP,"Minneapolis, MN",12206,HRL,"Harlingen/San Benito, TX",1127,1123.0,-4.0,32.0,1155.0,1435.0,2.0,1451,1437.0,-14.0,0.0,0,0.0,N,204.0,194.0,160.0,1.0,1310.0,0.0,0.0,0.0,0.0,0.0,1123.0,0.0,0.0
2019-08-18,NK,NK,NK,513,NK,N631NK,513,12889,LAS,"Las Vegas, NV",14679,SAN,"San Diego, CA",2214,16.0,122.0,31.0,47.0,128.0,5.0,2323,133.0,130.0,0.0,0,0.0,N,69.0,77.0,41.0,1.0,258.0,0.0,0.0,130.0,0.0,0.0,16.0,0.0,0.0
2018-10-27,DL,DL,DL,1946,DL,N935AT,1946,10721,BOS,"Boston, MA",14492,RDU,"Raleigh/Durham, NC",610,634.0,24.0,22.0,656.0,842.0,3.0,816,845.0,29.0,0.0,0,0.0,N,126.0,131.0,106.0,1.0,612.0,24.0,0.0,5.0,0.0,0.0,634.0,0.0,0.0
2018-04-16,WN,WN,WN,651,WN,N8327A,651,13232,MDW,"Chicago, IL",10693,BNA,"Nashville, TN",1630,1633.0,3.0,9.0,1642.0,1735.0,4.0,1750,1739.0,-11.0,0.0,0,0.0,N,80.0,66.0,53.0,1.0,395.0,0.0,0.0,0.0,0.0,0.0,1633.0,0.0,0.0
2019-09-02,DL,DL,DL,2371,DL,N706TW,2371,12889,LAS,"Las Vegas, NV",12478,JFK,"New York, NY",1205,1202.0,-3.0,22.0,1224.0,2002.0,24.0,2013,2026.0,13.0,0.0,0,0.0,N,308.0,324.0,278.0,1.0,2248.0,0.0,0.0,0.0,0.0,0.0,1202.0,0.0,0.0
2018-08-16,G4,G4,G4,801,G4,230NV,801,15295,TOL,"Toledo, OH",14112,PIE,"St. Petersburg, FL",1020,1014.0,-6.0,5.0,1019.0,1214.0,7.0,1245,1221.0,-24.0,0.0,0,0.0,N,145.0,127.0,115.0,1.0,945.0,0.0,0.0,0.0,0.0,0.0,1014.0,0.0,0.0
2018-08-12,DL,DL_CODESHARE,DL,5950,YX,N208JQ,5950,12953,LGA,"New York, NY",11066,CMH,"Columbus, OH",1548,1556.0,8.0,45.0,1641.0,1806.0,3.0,1757,1809.0,12.0,0.0,0,0.0,N,129.0,133.0,85.0,1.0,479.0,0.0,0.0,0.0,0.0,0.0,1556.0,0.0,0.0
2019-03-25,HA,HA,HA,239,HA,N483HA,239,13830,OGG,"Kahului, HI",12982,LIH,"Lihue, HI",1220,1215.0,-5.0,6.0,1221.0,1256.0,5.0,1309,1301.0,-8.0,0.0,0,0.0,N,49.0,46.0,35.0,1.0,201.0,0.0,0.0,0.0,0.0,0.0,1215.0,0.0,0.0
2019-07-10,HA,HA,HA,271,HA,N483HA,271,12402,ITO,"Hilo, HI",12173,HNL,"Honolulu, HI",1343,1337.0,-6.0,9.0,1346.0,1430.0,11.0,1438,1441.0,3.0,0.0,0,0.0,N,55.0,64.0,44.0,1.0,216.0,0.0,0.0,0.0,0.0,0.0,1337.0,0.0,0.0
2019-11-18,AA,AA_CODESHARE,AA,5132,OH,N230PS,5132,14685,SAV,"Savannah, GA",11278,DCA,"Washington, DC",1423,1600.0,97.0,19.0,1619.0,1732.0,3.0,1559,1735.0,96.0,0.0,0,0.0,N,96.0,95.0,73.0,1.0,519.0,10.0,0.0,0.0,0.0,86.0,1600.0,0.0,0.0
2018-03-17,WN,WN,WN,3194,WN,N727SW,3194,10257,ALB,"Albany, NY",11292,DEN,"Denver, CO",1745,1738.0,-7.0,11.0,1749.0,1926.0,5.0,2000,1931.0,-29.0,0.0,0,0.0,N,255.0,233.0,217.0,1.0,1610.0,0.0,0.0,0.0,0.0,0.0,1738.0,0.0,0.0
2019-07-04,AA,AA_CODESHARE,AA,3723,MQ,N228NN,3723,12992,LIT,"Little Rock, AR",11298,DFW,"Dallas/Fort Worth, TX",1026,1009.0,-17.0,9.0,1018.0,1108.0,15.0,1141,1123.0,-18.0,0.0,0,0.0,N,75.0,74.0,50.0,1.0,304.0,0.0,0.0,0.0,0.0,0.0,1009.0,0.0,0.0
2018-06-02,AA,AA,AA,2296,AA,N338PK,2296,11298,DFW,"Dallas/Fort Worth, TX",13487,MSP,"Minneapolis, MN",2040,2047.0,7.0,11.0,2058.0,2251.0,3.0,2301,2254.0,-7.0,0.0,0,0.0,N,141.0,127.0,113.0,1.0,852.0,0.0,0.0,0.0,0.0,0.0,2047.0,0.0,0.0
2018-03-25,AA,AA,AA,1522,AA,N956NN,1522,14771,SFO,"San Francisco, CA",13930,ORD,"Chicago, IL",4,2400.0,-4.0,17.0,17.0,541.0,5.0,619,546.0,-33.0,0.0,0,0.0,N,255.0,226.0,204.0,1.0,1846.0,0.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0
2019-06-06,WN,WN,WN,16,WN,N7715E,16,11193,CVG,"Cincinnati, OH",10821,BWI,"Baltimore, MD",1720,1729.0,9.0,9.0,1738.0,1841.0,4.0,1850,1845.0,-5.0,0.0,0,0.0,N,90.0,76.0,63.0,1.0,430.0,0.0,0.0,0.0,0.0,0.0,1729.0,0.0,0.0
2019-04-19,DL,DL_CODESHARE,DL,3332,9E,N315PQ,3332,12478,JFK,"New York, NY",14492,RDU,"Raleigh/Durham, NC",1129,1129.0,0.0,21.0,1150.0,1305.0,4.0,1318,1309.0,-9.0,0.0,0,0.0,N,109.0,100.0,75.0,1.0,427.0,0.0,0.0,0.0,0.0,0.0,1129.0,0.0,0.0
2019-11-07,DL,DL,DL,2923,DL,N930AT,2923,11433,DTW,"Detroit, MI",11057,CLT,"Charlotte, NC",2224,2239.0,15.0,17.0,2256.0,7.0,6.0,10,13.0,3.0,0.0,0,0.0,N,106.0,94.0,71.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,2239.0,0.0,0.0
2019-01-05,F9,F9,F9,676,F9,N329FR,676,11292,DEN,"Denver, CO",13204,MCO,"Orlando, FL",635,656.0,21.0,15.0,711.0,1208.0,8.0,1224,1216.0,-8.0,0.0,0,0.0,N,229.0,200.0,177.0,1.0,1546.0,0.0,0.0,0.0,0.0,0.0,656.0,0.0,0.0
2019-01-16,F9,F9,F9,409,F9,N943FR,409,11292,DEN,"Denver, CO",12892,LAX,"Los Angeles, CA",2205,2156.0,-9.0,11.0,2207.0,2314.0,18.0,2343,2332.0,-11.0,0.0,0,0.0,N,158.0,156.0,127.0,1.0,862.0,0.0,0.0,0.0,0.0,0.0,2156.0,0.0,0.0
2018-10-10,WN,WN,WN,2105,WN,N919WN,2105,15016,STL,"St. Louis, MO",13851,OKC,"Oklahoma City, OK",2125,2135.0,10.0,8.0,2143.0,2257.0,5.0,2250,2302.0,12.0,0.0,0,0.0,N,85.0,87.0,74.0,1.0,462.0,0.0,0.0,0.0,0.0,0.0,2135.0,0.0,0.0
2019-03-22,UA,UA_CODESHARE,UA,5518,OO,N150SY,5518,13930,ORD,"Chicago, IL",10693,BNA,"Nashville, TN",1825,1834.0,9.0,41.0,1915.0,2019.0,5.0,2004,2024.0,20.0,0.0,0,0.0,N,99.0,110.0,64.0,1.0,409.0,0.0,0.0,11.0,0.0,9.0,1834.0,0.0,0.0
2019-12-28,DL,DL,DL,1622,DL,N352DN,1622,11433,DTW,"Detroit, MI",12889,LAS,"Las Vegas, NV",820,819.0,-1.0,12.0,831.0,924.0,7.0,1007,931.0,-36.0,0.0,0,0.0,N,287.0,252.0,233.0,1.0,1749.0,0.0,0.0,0.0,0.0,0.0,819.0,0.0,0.0
2018-04-06,WN,WN,WN,1916,WN,N8690A,1916,13204,MCO,"Orlando, FL",12339,IND,"Indianapolis, IN",2135,2205.0,30.0,14.0,2219.0,16.0,5.0,5,21.0,16.0,0.0,0,0.0,N,150.0,136.0,117.0,1.0,829.0,16.0,0.0,0.0,0.0,0.0,2205.0,0.0,0.0
2018-02-16,DL,DL_CODESHARE,DL,5076,9E,N8896A,5076,11203,CWA,"Mosinee, WI",11433,DTW,"Detroit, MI",630,625.0,-5.0,11.0,636.0,831.0,10.0,905,841.0,-24.0,0.0,0,0.0,N,95.0,76.0,55.0,1.0,363.0,0.0,0.0,0.0,0.0,0.0,625.0,0.0,0.0
2019-03-01,AS,AS_CODESHARE,AS,2109,QX,N401QX,2109,14252,PSC,"Pasco/Kennewick/Richland, WA",14747,SEA,"Seattle, WA",1930,1923.0,-7.0,17.0,1940.0,2026.0,6.0,2035,2032.0,-3.0,0.0,0,0.0,N,65.0,69.0,46.0,1.0,172.0,0.0,0.0,0.0,0.0,0.0,1923.0,0.0,0.0
2018-04-10,UA,UA_CODESHARE,UA,4214,EV,N14573,4214,14783,SGF,"Springfield, MO",12266,IAH,"Houston, TX",705,656.0,-9.0,20.0,716.0,852.0,6.0,858,858.0,0.0,0.0,0,0.0,N,113.0,122.0,96.0,1.0,513.0,0.0,0.0,0.0,0.0,0.0,656.0,0.0,0.0
2018-05-02,DL,DL_CODESHARE,DL,5596,EV,N759EV,5596,10685,BMI,"Bloomington/Normal, IL",10397,ATL,"Atlanta, GA",600,552.0,-8.0,18.0,610.0,827.0,12.0,844,839.0,-5.0,0.0,0,0.0,N,104.0,107.0,77.0,1.0,533.0,0.0,0.0,0.0,0.0,0.0,552.0,0.0,0.0
2019-04-22,UA,UA,UA,817,UA,N13720,817,10423,AUS,"Austin, TX",11618,EWR,"Newark, NJ",600,557.0,-3.0,13.0,610.0,1020.0,7.0,1029,1027.0,-2.0,0.0,0,0.0,N,209.0,210.0,190.0,1.0,1504.0,0.0,0.0,0.0,0.0,0.0,557.0,0.0,0.0
2018-11-19,WN,WN,WN,6161,WN,N8680C,6161,14679,SAN,"San Diego, CA",10423,AUS,"Austin, TX",620,621.0,1.0,25.0,646.0,1102.0,3.0,1110,1105.0,-5.0,0.0,0,0.0,N,170.0,164.0,136.0,1.0,1164.0,0.0,0.0,0.0,0.0,0.0,621.0,0.0,0.0
2019-06-29,AA,AA_CODESHARE,AA,4803,PT,N640AE,4803,11057,CLT,"Charlotte, NC",14574,ROA,"Roanoke, VA",1809,1808.0,-1.0,17.0,1825.0,1858.0,7.0,1920,1905.0,-15.0,0.0,0,0.0,N,71.0,57.0,33.0,1.0,155.0,0.0,0.0,0.0,0.0,0.0,1808.0,0.0,0.0
2019-03-08,UA,UA_CODESHARE,UA,4716,AX,N18114,4716,11995,GSO,"Greensboro/High Point, NC",13930,ORD,"Chicago, IL",1000,1146.0,106.0,10.0,1156.0,1304.0,16.0,1116,1320.0,124.0,0.0,0,0.0,N,136.0,154.0,128.0,1.0,589.0,0.0,0.0,18.0,0.0,106.0,1146.0,0.0,0.0
2018-02-20,WN,WN,WN,268,WN,N7863A,268,13232,MDW,"Chicago, IL",10994,CHS,"Charleston, SC",2155,2159.0,4.0,10.0,2209.0,46.0,4.0,55,50.0,-5.0,0.0,0,0.0,N,120.0,111.0,97.0,1.0,745.0,0.0,0.0,0.0,0.0,0.0,2159.0,0.0,0.0
2019-02-10,UA,UA,UA,2013,UA,N37253,2013,12266,IAH,"Houston, TX",11298,DFW,"Dallas/Fort Worth, TX",1200,1201.0,1.0,11.0,1212.0,1253.0,10.0,1312,1303.0,-9.0,0.0,0,0.0,N,72.0,62.0,41.0,1.0,224.0,0.0,0.0,0.0,0.0,0.0,1201.0,0.0,0.0
2018-06-06,AA,AA_CODESHARE,AA,5212,OH,N575NN,5212,14193,PNS,"Pensacola, FL",11057,CLT,"Charlotte, NC",1425,1420.0,-5.0,12.0,1432.0,1648.0,16.0,1715,1704.0,-11.0,0.0,0,0.0,N,110.0,104.0,76.0,1.0,488.0,0.0,0.0,0.0,0.0,0.0,1420.0,0.0,0.0
2018-01-10,AA,AA,AA,1213,AA,N9621A,1213,14683,SAT,"San Antonio, TX",11298,DFW,"Dallas/Fort Worth, TX",1052,1042.0,-10.0,19.0,1101.0,1149.0,4.0,1200,1153.0,-7.0,0.0,0,0.0,N,68.0,71.0,48.0,1.0,247.0,0.0,0.0,0.0,0.0,0.0,1042.0,0.0,0.0
2018-02-02,AA,AA,AA,1833,AA,N955UW,1833,14100,PHL,"Philadelphia, PA",10397,ATL,"Atlanta, GA",1805,1822.0,17.0,31.0,1853.0,2036.0,7.0,2037,2043.0,6.0,0.0,0,0.0,N,152.0,141.0,103.0,1.0,666.0,0.0,0.0,0.0,0.0,0.0,1822.0,0.0,0.0
2018-06-14,DL,DL,DL,1659,DL,N672DL,1659,13204,MCO,"Orlando, FL",12892,LAX,"Los Angeles, CA",1015,1014.0,-1.0,17.0,1031.0,1208.0,20.0,1229,1228.0,-1.0,0.0,0,0.0,N,314.0,314.0,277.0,1.0,2218.0,0.0,0.0,0.0,0.0,0.0,1014.0,0.0,0.0
2018-07-23,UA,UA_CODESHARE,UA,5392,OO,N924SW,5392,11603,EUG,"Eugene, OR",14771,SFO,"San Francisco, CA",722,722.0,0.0,15.0,737.0,857.0,3.0,902,900.0,-2.0,0.0,0,0.0,N,100.0,98.0,80.0,1.0,451.0,0.0,0.0,0.0,0.0,0.0,722.0,0.0,0.0
2018-11-24,DL,DL_CODESHARE,DL,5143,9E,N304PQ,5143,14492,RDU,"Raleigh/Durham, NC",12953,LGA,"New York, NY",1900,1857.0,-3.0,24.0,1921.0,2023.0,7.0,2103,2030.0,-33.0,0.0,0,0.0,N,123.0,93.0,62.0,1.0,431.0,0.0,0.0,0.0,0.0,0.0,1857.0,0.0,0.0
2019-12-23,DL,DL_CODESHARE,DL,4216,OO,N702BR,4216,14869,SLC,"Salt Lake City, UT",11525,EKO,"Elko, NV",2030,2021.0,-9.0,10.0,2031.0,2003.0,3.0,2038,2006.0,-32.0,0.0,0,0.0,N,68.0,45.0,32.0,1.0,200.0,0.0,0.0,0.0,0.0,0.0,2021.0,0.0,0.0
2018-02-11,DL,DL_CODESHARE,DL,7381,OO,N779CA,7381,14869,SLC,"Salt Lake City, UT",14794,SGU,"St. George, UT",945,942.0,-3.0,25.0,1007.0,1050.0,3.0,1055,1053.0,-2.0,0.0,0,0.0,N,70.0,71.0,43.0,1.0,272.0,0.0,0.0,0.0,0.0,0.0,942.0,0.0,0.0
2019-10-13,AA,AA_CODESHARE,AA,3977,MQ,N223NN,3977,12992,LIT,"Little Rock, AR",11298,DFW,"Dallas/Fort Worth, TX",500,456.0,-4.0,13.0,509.0,602.0,7.0,616,609.0,-7.0,0.0,0,0.0,N,76.0,73.0,53.0,1.0,304.0,0.0,0.0,0.0,0.0,0.0,456.0,0.0,0.0
2019-01-14,WN,WN,WN,620,WN,N928WN,620,12896,LBB,"Lubbock, TX",10423,AUS,"Austin, TX",1430,1425.0,-5.0,9.0,1434.0,1523.0,4.0,1540,1527.0,-13.0,0.0,0,0.0,N,70.0,62.0,49.0,1.0,341.0,0.0,0.0,0.0,0.0,0.0,1425.0,0.0,0.0
2018-08-04,UA,UA_CODESHARE,UA,5442,OO,N135SY,5442,14570,RNO,"Reno, NV",14771,SFO,"San Francisco, CA",1228,1227.0,-1.0,20.0,1247.0,1339.0,3.0,1348,1342.0,-6.0,0.0,0,0.0,N,80.0,75.0,52.0,1.0,192.0,0.0,0.0,0.0,0.0,0.0,1227.0,0.0,0.0
2019-05-15,UA,UA,UA,1094,UA,N73259,1094,14771,SFO,"San Francisco, CA",13495,MSY,"New Orleans, LA",2310,15.0,65.0,15.0,30.0,609.0,3.0,521,612.0,51.0,0.0,0,0.0,N,251.0,237.0,219.0,1.0,1911.0,0.0,0.0,0.0,0.0,51.0,15.0,0.0,0.0
2018-02-05,AA,AA,AA,89,AA,N838NN,89,10721,BOS,"Boston, MA",13930,ORD,"Chicago, IL",900,855.0,-5.0,21.0,916.0,1036.0,17.0,1058,1053.0,-5.0,0.0,0,0.0,N,178.0,178.0,140.0,1.0,867.0,0.0,0.0,0.0,0.0,0.0,855.0,0.0,0.0
2019-02-24,WN,WN,WN,3491,WN,N900WN,3491,12954,LGB,"Long Beach, CA",13796,OAK,"Oakland, CA",1110,1106.0,-4.0,7.0,1113.0,1209.0,5.0,1235,1214.0,-21.0,0.0,0,0.0,N,85.0,68.0,56.0,1.0,353.0,0.0,0.0,0.0,0.0,0.0,1106.0,0.0,0.0
2019-05-13,AA,AA_CODESHARE,AA,5486,OH,N712PS,5486,11996,GSP,"Greer, SC",14100,PHL,"Philadelphia, PA",734,733.0,-1.0,86.0,859.0,1009.0,11.0,926,1020.0,54.0,0.0,0,0.0,N,112.0,167.0,70.0,1.0,515.0,0.0,0.0,54.0,0.0,0.0,733.0,0.0,0.0
2019-05-30,WN,WN,WN,2172,WN,N494WN,2172,14107,PHX,"Phoenix, AZ",11292,DEN,"Denver, CO",600,556.0,-4.0,11.0,607.0,824.0,5.0,840,829.0,-11.0,0.0,0,0.0,N,100.0,93.0,77.0,1.0,602.0,0.0,0.0,0.0,0.0,0.0,556.0,0.0,0.0
2018-01-19,G4,G4,G4,842,G4,225NV,842,14112,PIE,"St. Petersburg, FL",15096,SYR,"Syracuse, NY",730,737.0,7.0,14.0,751.0,1022.0,7.0,1013,1029.0,16.0,0.0,0,0.0,N,163.0,172.0,151.0,1.0,1111.0,7.0,0.0,9.0,0.0,0.0,737.0,0.0,0.0
2019-11-04,WN,WN,WN,994,WN,N748SW,994,11697,FLL,"Fort Lauderdale, FL",14492,RDU,"Raleigh/Durham, NC",605,600.0,-5.0,14.0,614.0,754.0,2.0,810,756.0,-14.0,0.0,0,0.0,N,125.0,116.0,100.0,1.0,680.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0
2019-09-04,NK,NK,NK,124,NK,N623NK,124,14635,RSW,"Fort Myers, FL",13930,ORD,"Chicago, IL",1625,1616.0,-9.0,10.0,1626.0,1804.0,16.0,1838,1820.0,-18.0,0.0,0,0.0,N,193.0,184.0,158.0,1.0,1120.0,0.0,0.0,0.0,0.0,0.0,1616.0,0.0,0.0
2019-06-01,AA,AA,AA,1555,AA,N129AA,1555,12892,LAX,"Los Angeles, CA",12889,LAS,"Las Vegas, NV",1239,1309.0,30.0,28.0,1337.0,1418.0,5.0,1356,1423.0,27.0,0.0,0,0.0,N,77.0,74.0,41.0,1.0,236.0,0.0,0.0,0.0,0.0,27.0,1309.0,0.0,0.0
2019-01-31,DL,DL_CODESHARE,DL,3831,OO,N246SY,3831,12954,LGB,"Long Beach, CA",14869,SLC,"Salt Lake City, UT",1022,1023.0,1.0,15.0,1038.0,1303.0,5.0,1315,1308.0,-7.0,0.0,0,0.0,N,113.0,105.0,85.0,1.0,588.0,0.0,0.0,0.0,0.0,0.0,1023.0,0.0,0.0
2018-05-16,AA,AA,AA,210,AA,N831NN,210,12889,LAS,"Las Vegas, NV",12478,JFK,"New York, NY",755,755.0,0.0,0.0,0.0,0.0,0.0,1604,0.0,0.0,1.0,B,0.0,N,309.0,0.0,0.0,1.0,2248.0,0.0,0.0,0.0,0.0,0.0,755.0,0.0,0.0
2019-06-06,G4,G4,G4,466,G4,241NV,466,15412,TYS,"Knoxville, TN",12889,LAS,"Las Vegas, NV",2059,2050.0,-9.0,10.0,2100.0,2208.0,7.0,2210,2215.0,5.0,0.0,0,0.0,N,251.0,265.0,248.0,1.0,1739.0,0.0,0.0,0.0,0.0,0.0,2050.0,0.0,0.0
2018-07-23,G4,G4,G4,819,G4,302NV,819,12544,USA,"Concord, NC",14112,PIE,"St. Petersburg, FL",2101,2042.0,-19.0,9.0,2051.0,2210.0,4.0,2235,2214.0,-21.0,0.0,0,0.0,N,94.0,92.0,79.0,1.0,528.0,0.0,0.0,0.0,0.0,0.0,2042.0,0.0,0.0
2019-07-05,DL,DL_CODESHARE,DL,3789,OO,N8933B,3789,10397,ATL,"Atlanta, GA",11641,FAY,"Fayetteville, NC",900,858.0,-2.0,20.0,918.0,1013.0,5.0,1027,1018.0,-9.0,0.0,0,0.0,N,87.0,80.0,55.0,1.0,331.0,0.0,0.0,0.0,0.0,0.0,858.0,0.0,0.0
2019-04-20,AS,AS,AS,53,AS,N597AS,53,11618,EWR,"Newark, NJ",14057,PDX,"Portland, OR",1545,1533.0,-12.0,18.0,1551.0,1804.0,4.0,1905,1808.0,-57.0,0.0,0,0.0,N,380.0,335.0,313.0,1.0,2434.0,0.0,0.0,0.0,0.0,0.0,1533.0,0.0,0.0
2018-09-17,UA,UA,UA,1254,UA,N14731,1254,12266,IAH,"Houston, TX",12953,LGA,"New York, NY",1201,1222.0,21.0,14.0,1236.0,1659.0,7.0,1631,1706.0,35.0,0.0,0,0.0,N,210.0,224.0,203.0,1.0,1416.0,21.0,0.0,14.0,0.0,0.0,1222.0,0.0,0.0
2018-01-16,AA,AA_CODESHARE,AA,5991,YV,N241LR,5991,13244,MEM,"Memphis, TN",11298,DFW,"Dallas/Fort Worth, TX",1224,1307.0,43.0,12.0,1319.0,1438.0,8.0,1405,1446.0,41.0,0.0,0,0.0,N,101.0,99.0,79.0,1.0,431.0,4.0,0.0,0.0,0.0,37.0,1307.0,0.0,0.0
2019-10-29,DL,DL_CODESHARE,DL,5161,9E,N980EV,5161,11193,CVG,"Cincinnati, OH",11057,CLT,"Charlotte, NC",700,659.0,-1.0,33.0,732.0,839.0,6.0,857,845.0,-12.0,0.0,0,0.0,N,117.0,106.0,67.0,1.0,335.0,0.0,0.0,0.0,0.0,0.0,659.0,0.0,0.0
2018-11-08,HA,HA,HA,106,HA,N477HA,106,12173,HNL,"Honolulu, HI",13830,OGG,"Kahului, HI",515,507.0,-8.0,10.0,517.0,538.0,6.0,554,544.0,-10.0,0.0,0,0.0,N,39.0,37.0,21.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,507.0,0.0,0.0
2019-01-16,DL,DL_CODESHARE,DL,3661,OO,N257SY,3661,11648,FCA,"Kalispell, MT",14869,SLC,"Salt Lake City, UT",1405,1355.0,-10.0,16.0,1411.0,1529.0,8.0,1603,1537.0,-26.0,0.0,0,0.0,N,118.0,102.0,78.0,1.0,531.0,0.0,0.0,0.0,0.0,0.0,1355.0,0.0,0.0
2018-02-10,AS,AS,AS,478,AS,N553AS,478,14747,SEA,"Seattle, WA",13198,MCI,"Kansas City, MO",1006,1001.0,-5.0,18.0,1019.0,1513.0,17.0,1526,1530.0,4.0,0.0,0,0.0,N,200.0,209.0,174.0,1.0,1489.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0
