fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime
2019-04-17,AA,AA,AA,2642,AA,N978NN,2642,14908,SNA,"Santa Ana, CA",13930,ORD,"Chicago, IL",1141,1149.0,8.0,12.0,1201.0,1737.0,11.0,1744,1748.0,4.0,0.0,0,0.0,N,243.0,239.0,216.0,1.0,1726.0,0.0,0.0,0.0,0.0,0.0,1149.0,0.0,0.0
2019-01-21,UA,UA_CODESHARE,UA,4501,G7,N156GJ,4501,13198,MCI,"Kansas City, MO",13930,ORD,"Chicago, IL",1833,1822.0,-11.0,18.0,1840.0,1938.0,11.0,2009,1949.0,-20.0,0.0,0,0.0,N,96.0,87.0,58.0,1.0,403.0,0.0,0.0,0.0,0.0,0.0,1822.0,0.0,0.0
2019-04-19,DL,DL,DL,662,DL,N984DL,662,11066,CMH,"Columbus, OH",10397,ATL,"Atlanta, GA",1051,1118.0,27.0,39.0,1157.0,1320.0,5.0,1228,1325.0,57.0,0.0,0,0.0,N,97.0,127.0,83.0,1.0,447.0,0.0,0.0,30.0,0.0,27.0,1118.0,0.0,0.0
2019-12-27,WN,WN,WN,551,WN,N8634A,551,11292,DEN,"Denver, CO",15304,TPA,"Tampa, FL",1020,1014.0,-6.0,24.0,1038.0,1552.0,3.0,1545,1555.0,10.0,0.0,0,0.0,N,205.0,221.0,194.0,1.0,1506.0,0.0,0.0,0.0,0.0,0.0,1014.0,0.0,0.0
2019-03-26,NK,NK,NK,161,NK,N529NK,161,10529,BDL,"Hartford, CT",11697,FLL,"Fort Lauderdale, FL",1834,2211.0,217.0,12.0,2223.0,100.0,8.0,2152,108.0,196.0,0.0,0,0.0,N,198.0,177.0,157.0,1.0,1173.0,6.0,0.0,190.0,0.0,0.0,2211.0,0.0,0.0
2018-01-19,WN,WN,WN,5808,WN,N252WN,5808,13244,MEM,"Memphis, TN",12191,HOU,"Houston, TX",1935,1930.0,-5.0,6.0,1936.0,2054.0,6.0,2120,2100.0,-20.0,0.0,0,0.0,N,105.0,90.0,78.0,1.0,484.0,0.0,0.0,0.0,0.0,0.0,1930.0,0.0,0.0
2019-12-15,AA,AA_CODESHARE,AA,3452,MQ,N854AE,3452,10469,AZO,"Kalamazoo, MI",13930,ORD,"Chicago, IL",1900,1931.0,31.0,13.0,1944.0,1915.0,18.0,1908,1933.0,25.0,0.0,0,0.0,N,68.0,62.0,31.0,1.0,122.0,0.0,0.0,0.0,0.0,25.0,1931.0,0.0,0.0
2018-10-20,UA,UA,UA,2056,UA,N437UA,2056,11292,DEN,"Denver, CO",11986,GRR,"Grand Rapids, MI",1755,1752.0,-3.0,23.0,1815.0,2217.0,7.0,2225,2224.0,-1.0,0.0,0,0.0,N,150.0,152.0,122.0,1.0,1015.0,0.0,0.0,0.0,0.0,0.0,1752.0,0.0,0.0
2019-12-17,AA,AA_CODESHARE,AA,3216,OO,N762SK,3216,11298,DFW,"Dallas/Fort Worth, TX",16218,YUM,"Yuma, AZ",1910,1907.0,-3.0,17.0,1924.0,2054.0,6.0,2113,2100.0,-13.0,0.0,0,0.0,N,183.0,173.0,150.0,1.0,1022.0,0.0,0.0,0.0,0.0,0.0,1907.0,0.0,0.0
2019-10-19,UA,UA,UA,640,UA,N68802,640,13930,ORD,"Chicago, IL",14100,PHL,"Philadelphia, PA",2105,2108.0,3.0,24.0,2132.0,2359.0,4.0,7,3.0,-4.0,0.0,0,0.0,N,122.0,115.0,87.0,1.0,678.0,0.0,0.0,0.0,0.0,0.0,2108.0,0.0,0.0
2019-06-09,DL,DL_CODESHARE,DL,3656,OO,N260SY,3656,15016,STL,"St. Louis, MO",13487,MSP,"Minneapolis, MN",1524,1521.0,-3.0,14.0,1535.0,1645.0,9.0,1659,1654.0,-5.0,0.0,0,0.0,N,95.0,93.0,70.0,1.0,448.0,0.0,0.0,0.0,0.0,0.0,1521.0,0.0,0.0
2018-04-07,DL,DL,DL,1930,DL,N906DA,1930,14027,PBI,"West Palm Beach/Palm Beach, FL",11433,DTW,"Detroit, MI",1213,1201.0,-12.0,25.0,1226.0,1447.0,6.0,1514,1453.0,-21.0,0.0,0,0.0,N,181.0,172.0,141.0,1.0,1086.0,0.0,0.0,0.0,0.0,0.0,1201.0,0.0,0.0
2018-12-17,DL,DL,DL,1824,DL,N909DN,1824,14057,PDX,"Portland, OR",14869,SLC,"Salt Lake City, UT",600,606.0,6.0,9.0,615.0,842.0,5.0,900,847.0,-13.0,0.0,0,0.0,N,120.0,101.0,87.0,1.0,630.0,0.0,0.0,0.0,0.0,0.0,606.0,0.0,0.0
2018-09-18,WN,WN,WN,1276,WN,N792SW,1276,11618,EWR,"Newark, NJ",13232,MDW,"Chicago, IL",1515,1742.0,147.0,22.0,1804.0,1849.0,2.0,1635,1851.0,136.0,0.0,0,0.0,N,140.0,129.0,105.0,1.0,711.0,8.0,0.0,0.0,0.0,128.0,1742.0,0.0,0.0
2018-06-08,DL,DL_CODESHARE,DL,5130,9E,N904XJ,5130,11618,EWR,"Newark, NJ",13487,MSP,"Minneapolis, MN",1440,1438.0,-2.0,12.0,1450.0,1615.0,3.0,1646,1618.0,-28.0,0.0,0,0.0,N,186.0,160.0,145.0,1.0,1008.0,0.0,0.0,0.0,0.0,0.0,1438.0,0.0,0.0
2019-01-18,UA,UA_CODESHARE,UA,4742,AX,N12122,4742,12389,ISN,"Williston, ND",11292,DEN,"Denver, CO",1335,1322.0,-13.0,49.0,1411.0,1444.0,5.0,1433,1449.0,16.0,0.0,0,0.0,N,118.0,147.0,93.0,1.0,576.0,0.0,0.0,16.0,0.0,0.0,1322.0,0.0,0.0
2019-05-22,AA,AA,AA,2743,AA,N9617R,2743,11540,ELP,"El Paso, TX",11298,DFW,"Dallas/Fort Worth, TX",1656,1707.0,11.0,20.0,1727.0,1938.0,9.0,1940,1947.0,7.0,0.0,0,0.0,N,104.0,100.0,71.0,1.0,551.0,0.0,0.0,0.0,0.0,0.0,1707.0,0.0,0.0
2019-05-31,UA,UA_CODESHARE,UA,4514,G7,N153GJ,4514,13930,ORD,"Chicago, IL",15096,SYR,"Syracuse, NY",930,1111.0,101.0,13.0,1124.0,1346.0,3.0,1214,1349.0,95.0,0.0,0,0.0,N,104.0,98.0,82.0,1.0,607.0,95.0,0.0,0.0,0.0,0.0,1111.0,0.0,0.0
2018-05-14,WN,WN,WN,1058,WN,N701GS,1058,14683,SAT,"San Antonio, TX",13232,MDW,"Chicago, IL",945,953.0,8.0,6.0,959.0,1211.0,4.0,1220,1215.0,-5.0,0.0,0,0.0,N,155.0,142.0,132.0,1.0,1036.0,0.0,0.0,0.0,0.0,0.0,953.0,0.0,0.0
2019-11-12,AA,AA,AA,1808,AA,N680AW,1808,12889,LAS,"Las Vegas, NV",14107,PHX,"Phoenix, AZ",630,626.0,-4.0,17.0,643.0,827.0,4.0,846,831.0,-15.0,0.0,0,0.0,N,76.0,65.0,44.0,1.0,255.0,0.0,0.0,0.0,0.0,0.0,626.0,0.0,0.0
2019-11-16,WN,WN,WN,3551,WN,N7859B,3551,10821,BWI,"Baltimore, MD",11697,FLL,"Fort Lauderdale, FL",620,617.0,-3.0,10.0,627.0,838.0,6.0,905,844.0,-21.0,0.0,0,0.0,N,165.0,147.0,131.0,1.0,925.0,0.0,0.0,0.0,0.0,0.0,617.0,0.0,0.0
2019-01-21,DL,DL,DL,868,DL,N947AT,868,10693,BNA,"Nashville, TN",11433,DTW,"Detroit, MI",630,635.0,5.0,13.0,648.0,904.0,9.0,916,913.0,-3.0,0.0,0,0.0,N,106.0,98.0,76.0,1.0,456.0,0.0,0.0,0.0,0.0,0.0,635.0,0.0,0.0
2018-11-09,UA,UA,UA,2311,UA,N37277,2311,11292,DEN,"Denver, CO",13198,MCI,"Kansas City, MO",1350,1344.0,-6.0,11.0,1355.0,1602.0,9.0,1622,1611.0,-11.0,0.0,0,0.0,N,92.0,87.0,67.0,1.0,533.0,0.0,0.0,0.0,0.0,0.0,1344.0,0.0,0.0
2019-12-28,AA,AA_CODESHARE,AA,4521,YX,N428YX,4521,11278,DCA,"Washington, DC",11066,CMH,"Columbus, OH",1009,1056.0,47.0,24.0,1120.0,1219.0,3.0,1141,1222.0,41.0,0.0,0,0.0,N,92.0,86.0,59.0,1.0,323.0,0.0,0.0,0.0,0.0,41.0,1056.0,0.0,0.0
2018-08-15,WN,WN,WN,2410,WN,N908WN,2410,13204,MCO,"Orlando, FL",10257,ALB,"Albany, NY",1105,1100.0,-5.0,9.0,1109.0,1336.0,3.0,1345,1339.0,-6.0,0.0,0,0.0,N,160.0,159.0,147.0,1.0,1073.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,0.0
2018-10-06,DL,DL_CODESHARE,DL,4524,OO,N817SK,4524,11423,DSM,"Des Moines, IA",14869,SLC,"Salt Lake City, UT",608,609.0,1.0,11.0,620.0,739.0,5.0,752,744.0,-8.0,0.0,0,0.0,N,164.0,155.0,139.0,1.0,955.0,0.0,0.0,0.0,0.0,0.0,609.0,0.0,0.0
2018-04-01,UA,UA_CODESHARE,UA,4079,EV,N14573,4079,11042,CLE,"Cleveland, OH",10721,BOS,"Boston, MA",655,650.0,-5.0,20.0,710.0,829.0,5.0,845,834.0,-11.0,0.0,0,0.0,N,110.0,104.0,79.0,1.0,563.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0
2019-09-21,B6,B6,B6,1990,B6,N827JB,1990,14843,SJU,"San Juan, PR",11618,EWR,"Newark, NJ",950,954.0,4.0,9.0,1003.0,1347.0,19.0,1354,1406.0,12.0,0.0,0,0.0,N,244.0,252.0,224.0,1.0,1608.0,0.0,0.0,0.0,0.0,0.0,954.0,0.0,0.0
2018-09-09,AS,AS_CODESHARE,AS,3317,OO,N402SY,3317,14831,SJC,"San Jose, CA",12892,LAX,"Los Angeles, CA",1400,1529.0,89.0,16.0,1545.0,1636.0,14.0,1530,1650.0,80.0,0.0,0,0.0,N,90.0,81.0,51.0,1.0,308.0,0.0,0.0,0.0,0.0,80.0,1529.0,0.0,0.0
2019-03-10,WN,WN,WN,4525,WN,N8507C,4525,12954,LGB,"Long Beach, CA",13796,OAK,"Oakland, CA",1320,1318.0,-2.0,7.0,1325.0,1417.0,5.0,1440,1422.0,-18.0,0.0,0,0.0,N,80.0,64.0,52.0,1.0,353.0,0.0,0.0,0.0,0.0,0.0,1318.0,0.0,0.0
2018-03-12,AS,AS,AS,753,AS,N556AS,753,14492,RDU,"Raleigh/Durham, NC",14747,SEA,"Seattle, WA",1728,1727.0,-1.0,123.0,1930.0,2145.0,8.0,2029,2153.0,84.0,0.0,0,0.0,N,361.0,446.0,315.0,1.0,2354.0,0.0,0.0,84.0,0.0,0.0,1727.0,0.0,0.0
2018-05-02,AA,AA,AA,1943,AA,N120EE,1943,12892,LAX,"Los Angeles, CA",14107,PHX,"Phoenix, AZ",600,651.0,51.0,22.0,713.0,813.0,4.0,731,817.0,46.0,0.0,0,0.0,N,91.0,86.0,60.0,1.0,370.0,46.0,0.0,0.0,0.0,0.0,651.0,0.0,0.0
2018-09-22,WN,WN,WN,5837,WN,N446WN,5837,13931,ORF,"Norfolk, VA",13232,MDW,"Chicago, IL",1820,1814.0,-6.0,9.0,1823.0,1908.0,2.0,1925,1910.0,-15.0,0.0,0,0.0,N,125.0,116.0,105.0,1.0,704.0,0.0,0.0,0.0,0.0,0.0,1814.0,0.0,0.0
2018-07-26,DL,DL_CODESHARE,DL,4619,OO,N8942A,4619,12280,IDA,"Idaho Falls, ID",14869,SLC,"Salt Lake City, UT",1519,1517.0,-2.0,15.0,1532.0,1612.0,6.0,1617,1618.0,1.0,0.0,0,0.0,N,58.0,61.0,40.0,1.0,188.0,0.0,0.0,0.0,0.0,0.0,1517.0,0.0,0.0
2019-06-25,DL,DL_CODESHARE,DL,4857,OO,N889AS,4857,12007,GTR,"Columbus, MS",10397,ATL,"Atlanta, GA",630,620.0,-10.0,22.0,642.0,832.0,13.0,858,845.0,-13.0,0.0,0,0.0,N,88.0,85.0,50.0,1.0,241.0,0.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0
2018-03-12,UA,UA,UA,206,UA,N18223,206,11986,GRR,"Grand Rapids, MI",13930,ORD,"Chicago, IL",630,619.0,-11.0,11.0,630.0,603.0,19.0,639,622.0,-17.0,0.0,0,0.0,N,69.0,63.0,33.0,1.0,137.0,0.0,0.0,0.0,0.0,0.0,619.0,0.0,0.0
2019-01-05,HA,HA,HA,314,HA,N481HA,314,12982,LIH,"Lihue, HI",12173,HNL,"Honolulu, HI",1523,1539.0,16.0,8.0,1547.0,1607.0,8.0,1601,1615.0,14.0,0.0,0,0.0,N,38.0,36.0,20.0,1.0,102.0,0.0,0.0,0.0,0.0,0.0,1539.0,0.0,0.0
2018-10-30,AS,AS,AS,458,AS,N285AK,458,12892,LAX,"Los Angeles, CA",10721,BOS,"Boston, MA",855,845.0,-10.0,24.0,909.0,1656.0,6.0,1722,1702.0,-20.0,0.0,0,0.0,N,327.0,317.0,287.0,1.0,2611.0,0.0,0.0,0.0,0.0,0.0,845.0,0.0,0.0
2019-04-18,B6,B6,B6,660,B6,N238JB,660,14100,PHL,"Philadelphia, PA",10721,BOS,"Boston, MA",1517,1536.0,19.0,25.0,1601.0,1712.0,4.0,1639,1716.0,37.0,0.0,0,0.0,N,82.0,100.0,71.0,1.0,280.0,19.0,0.0,18.0,0.0,0.0,1536.0,0.0,0.0
2018-12-19,WN,WN,WN,2175,WN,N951WN,2175,13232,MDW,"Chicago, IL",10423,AUS,"Austin, TX",1120,1135.0,15.0,13.0,1148.0,1359.0,8.0,1410,1407.0,-3.0,0.0,0,0.0,N,170.0,152.0,131.0,1.0,972.0,0.0,0.0,0.0,0.0,0.0,1135.0,0.0,0.0
2019-04-05,DL,DL,DL,2697,DL,N371NW,2697,13303,MIA,"Miami, FL",12953,LGA,"New York, NY",735,728.0,-7.0,17.0,745.0,1002.0,8.0,1036,1010.0,-26.0,0.0,0,0.0,N,181.0,162.0,137.0,1.0,1096.0,0.0,0.0,0.0,0.0,0.0,728.0,0.0,0.0
2019-02-18,AA,AA,AA,1789,AA,N153UW,1789,10792,BUF,"Buffalo, NY",11057,CLT,"Charlotte, NC",731,729.0,-2.0,51.0,820.0,1013.0,24.0,946,1037.0,51.0,0.0,0,0.0,N,135.0,188.0,113.0,1.0,546.0,0.0,0.0,51.0,0.0,0.0,729.0,0.0,0.0
2019-03-02,G4,G4,G4,194,G4,303NV,194,10466,AZA,"Phoenix, AZ",13433,MOT,"Minot, ND",1645,1635.0,-10.0,16.0,1651.0,2011.0,6.0,2036,2017.0,-19.0,0.0,0,0.0,N,171.0,162.0,140.0,1.0,1164.0,0.0,0.0,0.0,0.0,0.0,1635.0,0.0,0.0
2018-08-06,DL,DL,DL,1110,DL,N331DN,1110,13204,MCO,"Orlando, FL",10397,ATL,"Atlanta, GA",1835,1832.0,-3.0,27.0,1859.0,2013.0,9.0,2022,2022.0,0.0,0.0,0,0.0,N,107.0,110.0,74.0,1.0,404.0,0.0,0.0,0.0,0.0,0.0,1832.0,0.0,0.0
2019-09-24,WN,WN,WN,1694,WN,N7703A,1694,14307,PVD,"Providence, RI",10821,BWI,"Baltimore, MD",1815,1810.0,-5.0,9.0,1819.0,1914.0,8.0,1935,1922.0,-13.0,0.0,0,0.0,N,80.0,72.0,55.0,1.0,327.0,0.0,0.0,0.0,0.0,0.0,1810.0,0.0,0.0
2019-08-03,DL,DL,DL,2399,DL,N906DL,2399,14524,RIC,"Richmond, VA",10397,ATL,"Atlanta, GA",1359,1356.0,-3.0,7.0,1403.0,1518.0,8.0,1544,1526.0,-18.0,0.0,0,0.0,N,105.0,90.0,75.0,1.0,481.0,0.0,0.0,0.0,0.0,0.0,1356.0,0.0,0.0
2019-02-13,WN,WN,WN,482,WN,N967WN,482,10693,BNA,"Nashville, TN",12892,LAX,"Los Angeles, CA",605,605.0,0.0,18.0,623.0,858.0,6.0,900,904.0,4.0,0.0,0,0.0,N,295.0,299.0,275.0,1.0,1797.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,0.0
2018-03-13,NK,NK,NK,653,NK,N519NK,653,14122,PIT,"Pittsburgh, PA",12892,LAX,"Los Angeles, CA",600,556.0,-4.0,26.0,622.0,811.0,16.0,836,827.0,-9.0,0.0,0,0.0,N,336.0,331.0,289.0,1.0,2136.0,0.0,0.0,0.0,0.0,0.0,556.0,0.0,0.0
2019-11-03,AA,AA,AA,2044,AA,N407AN,2044,12892,LAX,"Los Angeles, CA",11057,CLT,"Charlotte, NC",850,900.0,10.0,16.0,916.0,1610.0,9.0,1634,1619.0,-15.0,0.0,0,0.0,N,284.0,259.0,234.0,1.0,2125.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0
2018-10-23,AA,AA,AA,1044,AA,N928AN,1044,12892,LAX,"Los Angeles, CA",10529,BDL,"Hartford, CT",2115,2114.0,-1.0,16.0,2130.0,517.0,4.0,534,521.0,-13.0,0.0,0,0.0,N,319.0,307.0,287.0,1.0,2527.0,0.0,0.0,0.0,0.0,0.0,2114.0,0.0,0.0
2018-12-14,DL,DL,DL,2304,DL,N306DN,2304,10397,ATL,"Atlanta, GA",15304,TPA,"Tampa, FL",2233,2329.0,56.0,13.0,2342.0,52.0,3.0,2355,55.0,60.0,0.0,0,0.0,N,82.0,86.0,70.0,1.0,406.0,33.0,0.0,4.0,0.0,23.0,2329.0,0.0,0.0
2019-08-31,WN,WN,WN,3092,WN,N937WN,3092,12892,LAX,"Los Angeles, CA",14057,PDX,"Portland, OR",1615,1616.0,1.0,11.0,1627.0,1814.0,3.0,1835,1817.0,-18.0,0.0,0,0.0,N,140.0,121.0,107.0,1.0,834.0,0.0,0.0,0.0,0.0,0.0,1616.0,0.0,0.0
2018-07-04,WN,WN,WN,1061,WN,N739GB,1061,15376,TUS,"Tucson, AZ",12889,LAS,"Las Vegas, NV",1935,1930.0,-5.0,7.0,1937.0,2034.0,5.0,2050,2039.0,-11.0,0.0,0,0.0,N,75.0,69.0,57.0,1.0,364.0,0.0,0.0,0.0,0.0,0.0,1930.0,0.0,0.0
2018-08-13,AS,AS,AS,37,AS,N320AS,37,13487,MSP,"Minneapolis, MN",14747,SEA,"Seattle, WA",1449,1442.0,-7.0,18.0,1500.0,1611.0,16.0,1638,1627.0,-11.0,0.0,0,0.0,N,229.0,225.0,191.0,1.0,1399.0,0.0,0.0,0.0,0.0,0.0,1442.0,0.0,0.0
2019-04-28,NK,NK,NK,816,NK,N633NK,816,12892,LAX,"Los Angeles, CA",13198,MCI,"Kansas City, MO",1805,1759.0,-6.0,12.0,1811.0,2252.0,5.0,2319,2257.0,-22.0,0.0,0,0.0,N,194.0,178.0,161.0,1.0,1363.0,0.0,0.0,0.0,0.0,0.0,1759.0,0.0,0.0
2019-12-01,WN,WN,WN,3892,WN,N8514F,3892,14683,SAT,"San Antonio, TX",10821,BWI,"Baltimore, MD",510,511.0,1.0,8.0,519.0,906.0,5.0,920,911.0,-9.0,0.0,0,0.0,N,190.0,180.0,167.0,1.0,1407.0,0.0,0.0,0.0,0.0,0.0,511.0,0.0,0.0
2019-05-05,DL,DL_CODESHARE,DL,4857,OO,N8923A,4857,12007,GTR,"Columbus, MS",10397,ATL,"Atlanta, GA",630,639.0,9.0,37.0,716.0,905.0,9.0,854,914.0,20.0,0.0,0,0.0,N,84.0,95.0,49.0,1.0,241.0,9.0,0.0,11.0,0.0,0.0,639.0,0.0,0.0
2019-01-07,AA,AA,AA,483,AA,N538UW,483,11057,CLT,"Charlotte, NC",13930,ORD,"Chicago, IL",2225,2246.0,21.0,23.0,2309.0,2337.0,7.0,2326,2344.0,18.0,0.0,0,0.0,N,121.0,118.0,88.0,1.0,599.0,0.0,0.0,0.0,0.0,18.0,2246.0,0.0,0.0
2018-12-11,AA,AA_CODESHARE,AA,6021,CP,N216NN,6021,14570,RNO,"Reno, NV",12892,LAX,"Los Angeles, CA",930,918.0,-12.0,14.0,932.0,1032.0,14.0,1107,1046.0,-21.0,0.0,0,0.0,N,97.0,88.0,60.0,1.0,391.0,0.0,0.0,0.0,0.0,0.0,918.0,0.0,0.0
2019-12-29,HA,HA,HA,54,HA,N204HA,54,12173,HNL,"Honolulu, HI",14771,SFO,"San Francisco, CA",2210,2210.0,0.0,19.0,2229.0,554.0,10.0,520,604.0,44.0,0.0,0,0.0,N,310.0,354.0,325.0,1.0,2398.0,44.0,0.0,0.0,0.0,0.0,2210.0,0.0,0.0
2018-07-21,B6,B6,B6,1492,B6,N184JB,1492,10154,ACK,"Nantucket, MA",12478,JFK,"New York, NY",825,942.0,77.0,35.0,1017.0,1104.0,3.0,930,1107.0,97.0,0.0,0,0.0,N,65.0,85.0,47.0,1.0,199.0,4.0,0.0,20.0,0.0,73.0,942.0,0.0,0.0
2018-11-13,DL,DL,DL,2656,DL,N339NB,2656,13487,MSP,"Minneapolis, MN",13198,MCI,"Kansas City, MO",700,655.0,-5.0,12.0,707.0,802.0,6.0,832,808.0,-24.0,0.0,0,0.0,N,92.0,73.0,55.0,1.0,393.0,0.0,0.0,0.0,0.0,0.0,655.0,0.0,0.0
2018-11-17,WN,WN,WN,4280,WN,N8316H,4280,12953,LGA,"New York, NY",12191,HOU,"Houston, TX",1605,1616.0,11.0,17.0,1633.0,1902.0,5.0,1920,1907.0,-13.0,0.0,0,0.0,N,255.0,231.0,209.0,1.0,1428.0,0.0,0.0,0.0,0.0,0.0,1616.0,0.0,0.0
2019-10-16,AA,AA,AA,868,AA,N711UW,868,11057,CLT,"Charlotte, NC",11042,CLE,"Cleveland, OH",1740,1738.0,-2.0,15.0,1753.0,1903.0,9.0,1913,1912.0,-1.0,0.0,0,0.0,N,93.0,94.0,70.0,1.0,430.0,0.0,0.0,0.0,0.0,0.0,1738.0,0.0,0.0
2018-10-05,UA,UA,UA,1615,UA,N781UA,1615,14771,SFO,"San Francisco, CA",12266,IAH,"Houston, TX",1305,1326.0,21.0,29.0,1355.0,1905.0,5.0,1845,1910.0,25.0,0.0,0,0.0,N,220.0,224.0,190.0,1.0,1635.0,0.0,0.0,8.0,0.0,17.0,1326.0,0.0,0.0
2019-10-25,UA,UA_CODESHARE,UA,5163,OO,N958SW,5163,11292,DEN,"Denver, CO",12888,LAR,"Laramie, WY",1325,1331.0,6.0,11.0,1342.0,1405.0,2.0,1417,1407.0,-10.0,0.0,0,0.0,N,52.0,36.0,23.0,1.0,113.0,0.0,0.0,0.0,0.0,0.0,1331.0,0.0,0.0
2019-03-18,AA,AA_CODESHARE,AA,4531,YX,N104HQ,4531,11624,EYW,"Key West, FL",11278,DCA,"Washington, DC",1157,1150.0,-7.0,16.0,1206.0,1427.0,13.0,1441,1440.0,-1.0,0.0,0,0.0,N,164.0,170.0,141.0,1.0,1023.0,0.0,0.0,0.0,0.0,0.0,1150.0,0.0,0.0
2018-06-22,DL,DL,DL,2830,DL,N824DN,2830,12478,JFK,"New York, NY",14869,SLC,"Salt Lake City, UT",1121,1125.0,4.0,14.0,1139.0,1353.0,3.0,1430,1356.0,-34.0,0.0,0,0.0,N,309.0,271.0,254.0,1.0,1990.0,0.0,0.0,0.0,0.0,0.0,1125.0,0.0,0.0
2018-09-09,DL,DL,DL,2640,DL,N964DL,2640,10693,BNA,"Nashville, TN",10397,ATL,"Atlanta, GA",800,754.0,-6.0,16.0,810.0,948.0,5.0,1012,953.0,-19.0,0.0,0,0.0,N,72.0,59.0,38.0,1.0,214.0,0.0,0.0,0.0,0.0,0.0,754.0,0.0,0.0
2019-08-02,DL,DL,DL,622,DL,N3769L,622,10713,BOI,"Boise, ID",13487,MSP,"Minneapolis, MN",535,529.0,-6.0,11.0,540.0,852.0,2.0,921,854.0,-27.0,0.0,0,0.0,N,166.0,145.0,132.0,1.0,1142.0,0.0,0.0,0.0,0.0,0.0,529.0,0.0,0.0
2019-08-17,WN,WN,WN,5310,WN,N239WN,5310,11259,DAL,"Dallas, TX",13232,MDW,"Chicago, IL",1535,1528.0,-7.0,10.0,1538.0,1725.0,9.0,1750,1734.0,-16.0,0.0,0,0.0,N,135.0,126.0,107.0,1.0,793.0,0.0,0.0,0.0,0.0,0.0,1528.0,0.0,0.0
2019-07-16,AA,AA_CODESHARE,AA,5960,YV,N954LR,5960,11109,COS,"Colorado Springs, CO",11298,DFW,"Dallas/Fort Worth, TX",1815,1837.0,22.0,15.0,1852.0,2117.0,6.0,2106,2123.0,17.0,0.0,0,0.0,N,111.0,106.0,85.0,1.0,592.0,0.0,17.0,0.0,0.0,0.0,1837.0,0.0,0.0
2019-04-19,AA,AA_CODESHARE,AA,5772,YV,N946LR,5772,13256,MFE,"Mission/McAllen/Edinburg, TX",11298,DFW,"Dallas/Fort Worth, TX",1315,1310.0,-5.0,10.0,1320.0,1433.0,7.0,1449,1440.0,-9.0,0.0,0,0.0,N,94.0,90.0,73.0,1.0,469.0,0.0,0.0,0.0,0.0,0.0,1310.0,0.0,0.0
2018-07-05,AA,AA_CODESHARE,AA,5232,OH,N209PS,5232,11057,CLT,"Charlotte, NC",13422,MOB,"Mobile, AL",1640,1640.0,0.0,19.0,1659.0,1713.0,3.0,1733,1716.0,-17.0,0.0,0,0.0,N,113.0,96.0,74.0,1.0,526.0,0.0,0.0,0.0,0.0,0.0,1640.0,0.0,0.0
2019-03-17,AA,AA_CODESHARE,AA,5772,YV,N243LR,5772,13256,MFE,"Mission/McAllen/Edinburg, TX",11298,DFW,"Dallas/Fort Worth, TX",1313,1307.0,-6.0,12.0,1319.0,1425.0,14.0,1449,1439.0,-10.0,0.0,0,0.0,N,96.0,92.0,66.0,1.0,469.0,0.0,0.0,0.0,0.0,0.0,1307.0,0.0,0.0
2019-10-26,DL,DL,DL,1910,DL,N848DN,1910,14747,SEA,"Seattle, WA",14869,SLC,"Salt Lake City, UT",1330,1334.0,4.0,11.0,1345.0,1613.0,6.0,1630,1619.0,-11.0,0.0,0,0.0,N,120.0,105.0,88.0,1.0,689.0,0.0,0.0,0.0,0.0,0.0,1334.0,0.0,0.0
2019-02-18,UA,UA,UA,333,UA,N446UA,333,11697,FLL,"Fort Lauderdale, FL",12266,IAH,"Houston, TX",900,852.0,-8.0,12.0,904.0,1035.0,5.0,1055,1040.0,-15.0,0.0,0,0.0,N,175.0,168.0,151.0,1.0,966.0,0.0,0.0,0.0,0.0,0.0,852.0,0.0,0.0
2018-05-22,AA,AA_CODESHARE,AA,4948,PT,N906AE,4948,14576,ROC,"Rochester, NY",14100,PHL,"Philadelphia, PA",1300,1308.0,8.0,43.0,1351.0,1441.0,9.0,1424,1450.0,26.0,0.0,0,0.0,N,84.0,102.0,50.0,1.0,257.0,0.0,0.0,26.0,0.0,0.0,1308.0,0.0,0.0
2019-08-31,AS,AS_CODESHARE,AS,2328,QX,N438QX,2328,13264,MFR,"Medford, OR",14057,PDX,"Portland, OR",500,455.0,-5.0,8.0,503.0,542.0,6.0,600,548.0,-12.0,0.0,0,0.0,N,60.0,53.0,39.0,1.0,222.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0
