unique_carrier,year,month,total_gallons,passengers,distance,dep_delay,arr_delay,monthly_delay,gallons_per_mile_per_passenger,liters_per_100km_per_passenger,cons_per_mile
YX,2018,8,32883.0,1642676.0,669192.0,289096.0,203356.0,492452.0,2.99136067475458e-08,7.036135429867153e-06,0.049138363877631534
YX,2018,9,31165.0,1434428.0,542352.0,145409.0,69918.0,215327.0,4.005964821045109e-08,9.422638749661783e-06,0.05746268106322094
YX,2018,10,27692.0,1628022.0,580892.0,121849.0,48277.0,170126.0,2.9281859881688068e-08,6.887538955256689e-06,0.04767151208830557
YX,2018,11,39717.0,1536449.0,601185.0,181315.0,114887.0,296202.0,4.2998187748456565e-08,1.0113827957633909e-05,0.06606452256792834
YX,2018,12,21048.0,1523282.0,720529.0,136992.0,22297.0,159289.0,1.917692897491117e-08,4.510705463743138e-06,0.029211870722760637
YX,2019,1,20121.0,1298257.0,688441.0,279687.0,212642.0,492329.0,2.2512418903462015e-08,5.295263443003435e-06,0.029226905428351886
YX,2019,2,41318.0,1284231.0,657163.0,162568.0,89737.0,252305.0,4.895792905503684e-08,1.1515649787878852e-05,0.06287329018827902
YX,2019,3,13935.0,1620422.0,717824.0,159031.0,51758.0,210789.0,1.1980111707168385e-08,2.817904545846497e-06,0.01941283657275321
YX,2019,4,13919.0,1595683.0,621729.0,233973.0,140513.0,374486.0,1.4030084655695068e-08,3.30008937280927e-06,0.022387567573653473
YX,2019,5,18888.0,1626991.0,661909.0,245194.0,146565.0,391759.0,1.7538907484974973e-08,4.125417887507638e-06,0.028535644627886915
YX,2019,6,18137.0,1709879.0,831004.0,380891.0,312039.0,692930.0,1.2764298746228196e-08,3.0023572685066966e-06,0.021825406375901923
YX,2019,7,27361.0,1673169.0,740277.0,311431.0,206056.0,517487.0,2.2090111109045143e-08,5.195930224522536e-06,0.03696048911420995
YX,2019,8,22245.0,1680699.0,837487.0,340969.0,261211.0,602180.0,1.580390440490039e-08,3.717318765737811e-06,0.02656160632941168
YX,2019,9,22895.0,1506420.0,609329.0,75054.0,-61984.0,13070.0,2.4942657702037252e-08,5.8668925834813176e-06,0.037574118415502955
