,pc1,pc2,pc3,pc4,pc5,delay_type
423,-2.3378063714192217,-1.4986785282156103,1.0605138008053372,-0.2810785835138614,0.3635222459078698,3
430,-1.1604574477078688,0.2044693344612986,-1.2253193946342988,-0.4083864316261292,2.09937545891926,5
431,-3.117203574466751,1.6418291755137857,-0.5585693011160614,0.7696253898864016,1.4161797698993792,1
432,1.431706124617055,-2.0010171973513358,0.681863364500457,-0.15749417922237488,0.026142211891125432,5
435,-3.0778593160587966,0.7057963473166322,1.4193953512760564,0.7693530836793334,-0.9040712653030769,5
437,1.6964178761926387,6.368061424036394,-0.9043342633949631,0.7030808121749982,0.6235051944741433,1
438,1.5112158450992803,1.5752827094277135,-0.8314373055900046,1.896386920180988,1.076630058877001,1
450,-1.3505334878254718,0.8177154466049424,-0.6054692241376499,-0.7170843706389683,-0.5248949086773343,5
451,2.4340773127602486,-1.6894295438205698,0.8150255928825321,-0.3460077335823907,-0.6625457265692782,3
452,-2.3640461376021538,0.8518630082797948,-0.8082591925383921,-0.017126444288492356,-0.9411501923449246,5
457,-1.1279223011006303,-1.9395195544348318,1.033743190895488,1.2866338540790845,0.14527828635764434,1
458,-1.367035761728382,-0.6125358572782265,-2.4620258227916487,2.0724364711056724,2.1750172587408483,2
466,-1.1050900514769335,-1.4733867062114518,-0.4824226621175248,1.1470079377765492,1.1214977495160712,1
467,-2.361890058427764,1.3143715698572798,0.3407223642291741,0.9679655306414112,-1.3365751971770283,3
471,-0.06489321871407222,-1.8221435471715144,0.529792083183163,1.2696477728267213,0.2256193890560823,3
476,-2.9330807472115024,-1.8304898988308635,1.1042668844213064,-0.17765587309316624,1.2264281926945229,5
484,-1.186699225316394,3.058867914083635,0.7314751054968993,1.592537663247526,-0.220486482719297,5
489,-2.3921026267893826,0.4941025242786166,-0.7315824643112653,-0.3678541177413121,-0.6051238947919846,3
492,-3.1079305179646717,1.3113219263523694,-1.6739956119405701,-0.5100165347320654,0.0358388345742145,1
511,1.5406654694734991,0.17629669324319222,0.8976979901067995,-0.7695095311094496,1.1395367163507977,5
512,-2.8505484370941763,5.563685822014172,0.7718882570174067,-0.6197317775809281,0.22075878943284694,1
522,-3.0417067194790715,1.8549544532575402,0.7903454081006052,0.7276291064443059,-1.625811281639601,1
525,-3.1195014941984467,1.3747260855808479,-0.6365516798232447,0.5334376520031815,-2.2871035047868857,5
541,-3.039719206137052,0.29646216180956675,-0.4956094402239957,0.4314242334279933,3.0118692230532425,5
547,-3.024674753409424,-0.8301220784108807,1.6116663715118993,-0.11038879032333207,1.934158500291349,5
551,4.038904112800308,-2.5415008007827584,1.0606365905215145,0.3725870180935497,1.052188480234402,1
554,-1.0648049874159355,0.06903479253959012,0.6895957707662068,0.6985862478207955,0.4476198634356455,1
577,-1.9853950301419456,-0.7944115823825451,-0.5635763912281938,-1.6872225783143342,1.0971443098481664,1
581,-2.404974783274384,-0.7774199225113829,-1.3636520982962823,0.08217190362187858,-0.2945011109731454,1
590,-1.977076688027086,1.4710308708372533,0.4017348077158513,1.322525612652292,-1.9460003050572108,5
594,1.3436300133318992,2.010223649058643,1.1817405139400154,1.6880330378896389,-0.18358555474368968,5
601,-1.6489770117755551,3.9600621761672703,0.4761100223832725,1.2113317427370158,-1.1843628840529037,5
617,-2.3111315377929262,-1.9389513861398748,0.4385159051145681,-0.01912875185980353,-1.1364482128133069,1
619,-2.2558076350912075,-1.6088334132689168,1.234453991244146,-0.929722803100958,0.39149532316996494,3
629,1.915551728535348,-0.8016846895585101,0.4951662398598804,-0.24564988779117045,2.6852322368796204,3
631,-3.0385324915616834,0.03510969500121687,1.077530290227198,-1.902324620241596,-0.3970476731017293,3
647,-1.004068944952327,1.27846635642045,-0.32653623255406633,0.19128641633608354,0.6664710810238825,1
650,-1.967837532768844,0.8893671819609772,-1.061480592311982,-0.036988697224472136,1.064768464727913,5
654,-1.9893531230178776,-1.2911992287413332,0.5744497174042436,1.1499017252592942,-0.08654210522022357,1
658,-2.7902600072388113,3.1555342995797253,-0.6930351109408512,1.0261831328679831,-1.085318281975018,3
669,-0.03259264180994021,-0.7665689800795735,0.4684918293155581,-0.5250825039605109,-0.5088590306153138,3
673,1.9127701698454307,-2.391808735496967,1.075657279852282,-0.8027405696391064,1.5290311368408105,3
674,-1.4345048645197074,-1.0976753857582504,0.1902973433291731,0.6515606794701547,-1.169203446164231,5
680,1.8231271441968617,0.05795773179796896,-1.6713217143100498,1.260085186047978,0.339726009651302,1
682,-2.8559375797751434,5.218468739489094,1.8204856949864932,0.7963336141301528,-0.6968574858605666,3
684,-0.0720208708316544,-1.9299167840820663,0.79399130787784,-0.9038227813016056,-0.0831885498674946,1
688,1.8565138462936983,-0.041204180961870535,-0.1022530844254305,0.26088080853699597,1.2079843269744497,1
692,-0.03105244108001456,-0.6136116368742072,0.2275352522780172,0.7784058716046773,-2.741354365339808,5
698,-3.0266961543941187,0.5954441268840593,1.6934062324708017,-0.6522167442469645,1.7053257816089469,3
702,0.23136726762661905,-1.0300302726939226,-0.9531417795152404,1.2974982531528665,1.269814128496226,5
707,-2.3433523627347124,-0.7150777920228013,-1.0430788638871278,-1.419691053346478,1.219199526825656,3
712,3.885368773424844,0.6526589034895046,-0.6250663162566937,-1.6556345360893834,0.12441123091948708,1
718,-2.896096170269532,-1.132863646391744,-0.3873153068215706,-0.5833295020485264,0.18759218662406849,3
723,-1.9460182637383368,1.8439559417921656,-0.7078195982386221,0.9481097848264108,0.6939879842500164,3
734,-1.1835616480085167,-0.9818275406549304,0.1877315672207259,-0.7447028194558154,0.4322258865064206,1
739,-3.004476538145435,-1.1831100356346873,1.3926094489011775,-0.4580140251416938,-1.0034207620036606,5
741,0.7002332673782208,-0.3418143421615176,1.7586845343378918,1.0373297389641496,0.5900541721279007,3
759,0.6521519876455781,4.337405978719349,0.7135643689218997,-0.5619102741478829,-0.7281877714460104,3
760,0.1823118711559312,-0.01135038444285936,-2.280232304187084,-0.0693277321119686,-0.7342574270078148,5
763,-0.27944283903779776,3.8851166717034418,0.7534339755997642,-0.6853431683729733,0.4671791440754033,5
774,-1.1629700069879825,-1.0019030751500884,0.7926374689162138,0.08849105721517639,0.14589433229123866,3
777,-2.646118828038542,-1.3365932914645673,1.3617693391839876,0.7060021825065882,0.2329107308431224,3
780,-1.1937167599444605,4.439367800842089,-0.3125709477412786,0.12021290417415155,0.024138040434477943,1
787,-2.9229341470884163,-1.5523166200132732,-0.0013204197734491354,-0.7248711568797228,-2.1100440808484064,5
794,-1.3766246222028875,-0.492587206062479,1.6102560468122489,1.1241838633463297,-1.2010697461060238,2
805,-2.353672385918939,0.3697185206667912,-0.4588016594097706,0.5351640739593305,-0.9666000866053388,3
813,-2.6422270983338003,-0.897125414607414,-1.0947837426717908,-0.9106044541789492,-0.9663397602058388,5
815,-2.9926699448490535,1.6087660337607932,-0.8360178295647122,2.0170761654480143,0.4125206448855586,3
828,2.017737517098422,4.5623149288279805,0.7470213639461756,-0.21605430885659466,-1.1224517388597262,1
835,-1.4533221928660247,3.857804819439453,1.8375627990138537,1.1726094245820071,-0.5889232758175633,3
841,-2.320228767786513,0.8176874729403169,0.08197732350518715,-1.947103446667324,0.4325131494365451,5
846,-3.050268419773277,-1.4046958678747767,0.17120012948538751,-1.0310759747877811,-0.9443089882924136,5
847,-1.9999190072664823,-1.9969026027317869,0.6265542834733431,-0.07181287239823418,-1.6095592847624585,3
848,3.8377790985102354,-1.706418949276136,0.1850910470330516,-0.14185330881635128,0.7722954228180035,1
859,1.87483351870416,-1.1162879845482263,-0.22939361405535755,-0.8900742929286541,1.133258752821872,1
878,-2.208957050629357,4.081104717042727,0.7762107368089184,-0.5396976093706832,-1.674611759501777,1
884,-0.029409802859027025,-0.01623841720315265,-0.07333105382711295,1.1351647116962271,0.7159303923669162,5
887,-2.9439972176440565,-0.4009467702740907,-1.3156499207553891,1.128114361804009,1.4834553297005992,5
888,-1.0370179230570362,0.3210557379709157,-0.8664330133817748,1.073393243231466,0.09936988892318356,5
895,0.308960131215495,0.9046620835932722,-0.3874396441666613,-1.3969436563401805,-1.4125073725146342,5
896,-3.044068927708077,-2.10851100351719,-0.09644368674311958,0.9569493639181976,0.4867898146456575,1
912,3.8959753433053286,-2.53763959870756,-0.3381024198008066,1.320825162523627,-1.0203508707860895,3
921,-2.9287069877052216,4.953308502335548,0.7762285727459587,0.33615291548238485,-1.2950030718777803,5
924,0.8535291770863118,0.8891451997897523,-1.9957506217528072,-0.5400370689238907,-0.19124337376875675,1
931,-2.764553924372465,6.072720277818941,0.14863467536675354,-1.201242454179959,1.642837695338324,5
935,-1.044706991407396,-0.3933738944164437,1.6142080231977918,-1.0295123701509532,-0.1508047493699184,1
939,-1.1263219394178483,-0.3180265388080133,0.7096909688819963,-0.3008974279352965,2.079970612122566,5
943,-2.2787158126623552,0.6723297598435625,-0.02596134658963684,-0.8793744325446423,0.5607503979144055,5
949,-2.0103923989157875,-1.660948027194226,1.3720545731198484,0.9154983545251923,-0.9488377043132956,2
953,1.5353895653808127,-2.111362943811919,1.0966897195004088,0.18133734470071589,-0.6047133787939046,5
965,-1.8478388164742119,5.262055580047439,1.6201593329157031,-0.12980252158688366,-0.5020052695326829,3
979,-2.9378655170215424,-0.7372253730091021,-1.1845296208490672,0.727651636101231,0.3918216119713696,5
983,-2.9770642772267033,1.1430396969421976,-1.8444599739907737,0.4746744784057623,0.4039811717644046,5
984,-1.0570462612038076,-0.4352781324010057,-1.2359330412328733,0.4967045245963296,-1.9466044502363231,5
1001,-1.3636784912252589,0.640983649295272,-0.9820957407729368,0.5989185971417165,1.0874659328468896,1
1007,-0.14233678370257452,-0.1465140319967267,0.8121530809604706,0.7224592414857413,0.07452907123211347,3
1020,-2.39491373015409,0.848020196519179,-1.8013149405732896,0.7113514697922458,-0.18462742368242746,5
1022,-1.946321776604573,-1.9088307298368716,0.9620634397538848,0.06429547293544621,-0.3883647842779481,5
1023,-3.1311844544993166,-0.6764615812152759,0.1048194779280934,0.5400489431932938,0.12482803202776115,3
1026,-1.151905056002852,1.6106535103436572,0.9199830358454556,-1.4512523415206762,0.552327806905634,1
1035,-1.225382145215277,0.6287609498192447,0.8412885017375118,0.9955840554989523,0.6260931459464262,2
1037,2.418491707164601,-0.01252689004128335,-1.6454805300932396,-0.4896735907358701,2.43241997120821,3
1041,0.930789397475468,1.6598484192119465,-1.8918387720570329,0.6793031328059491,0.8162198192420947,3
1044,-1.4051945177509189,-1.1689610973383435,0.3703879920720679,-0.8670744666321488,-0.2936439590922913,3
1047,2.394139173211438,-1.2053497117942271,0.0881490094874478,0.2716605785263459,-0.040441351847815006,3
1053,-1.3648861852756788,-0.24598744848011375,-0.9921214377701104,-1.4902588074045733,-1.6278577192910628,5
1058,-2.9608394909644664,-1.88728151602952,-0.1056876469860368,-0.32532628351421705,-1.4092022796463481,5
1070,-2.884075681671966,-1.4553806892221726,-1.367753558056445,0.3229513142086915,-1.4740875107623956,5
1081,-2.9425897429705583,1.947915828033548,-0.6362920025330343,1.977000120525224,-0.11486596864858145,1
1094,3.808611835202405,-0.848793080437507,-0.5081861065529488,-0.29948781690048143,-1.195664462793928,2
1096,0.3187566972992422,-1.7010207447213317,1.203782679296758,-0.2703903932338215,0.0684882327368703,1
1102,0.8072517902997468,-0.2367013093075302,1.4345494188287191,0.31498387053357074,-1.2931448029162538,5
1108,-2.0134678727042834,-0.8123945732075186,-1.2655582817987276,-0.4903178371548104,-1.4561972914014605,5
1118,-1.4280208532249468,0.17094498214684867,-0.7230205409243907,-0.12059000979421974,0.21390307099182215,1
1120,0.8053748773671902,-1.7056970181233897,0.2233334928674877,-1.4531899390741148,-1.3778208829579779,3
1124,-1.4903609250022187,1.0194937100579264,-1.954449455459765,-0.9178848697826012,-0.902100840148042,5
1132,-3.0762879969773387,-1.051090443732944,0.8253205619316907,0.07036911835895883,-1.6229294774366958,5
1133,-2.6000236065968103,0.1390860148821693,-1.0530284225380164,0.28604762964897923,-0.31264303632898205,5
1142,-0.2588557399291667,1.7531195860694064,1.1989109757501468,0.9070871164192758,-0.1882457228889123,5
1146,0.3601428194233211,0.12416722282028918,1.8458358260795595,0.8683356876697418,0.6323478328308544,5
1154,-1.4098284247483537,-0.5790908916587033,0.29084275013148386,-0.931399441570552,-0.7086791404460628,1
1162,-2.391938913682357,-0.3473245736105457,-0.20840559130627775,0.8792535179770158,0.763758942371696,5
1169,3.2292764135392384,-0.5275870848054589,-2.2929505839364333,0.0438006036293346,-0.9766063067918852,3
1174,0.8328670053832647,-2.0513103899963627,0.4597676605909988,-0.09211970173028897,-0.08175261268636126,5
1176,-3.1301101079719897,-0.5787802836944005,1.6553531224153883,0.9575631681658991,1.115305567662809,1
1183,0.21963531902305453,-0.3859260211114319,1.6978495227624184,0.12806565601042738,-0.03675555515996207,5
1189,-3.079460064055436,-0.5072773374716771,-0.5899150956954965,1.0209620138710986,1.665426526232757,3
1190,1.7880172007674422,0.4855595860107999,1.0975452901174274,1.295738720573283,-2.027242034494741,5
1192,-2.6743620342656165,-1.9350845025063104,1.0302387481818245,-0.3066398898853509,-0.9294108213385656,2
1193,1.4841926772235343,-2.0924755246952635,-0.3286457202389206,0.36000998424788155,-1.988200467257481,5
1195,-3.0492254870051925,-1.4312989352536394,-0.4016737193939853,1.0179286019222002,1.2225137985706065,5
1196,0.2542436876006017,-1.1662726194676571,-1.382327943546924,0.2398365768172772,-0.5205775176546301,1
1206,-2.328556057605004,-0.7308098255292818,1.027942029964565,-0.1867718637222512,0.12367576949265488,5
1207,-1.4752939249453008,-1.5382918108272845,1.0953891136405238,0.7311844604523613,0.10836491937478183,5
1213,-1.4053903964376426,-1.1614832087119022,-2.7272816689711052,1.3863031624958926,0.4368928629880639,3
1214,2.4948844756241044,1.6105069788465796,-1.3886776028853838,-1.2320791622968108,1.0441721267371094,3
1224,-1.024214629424479,2.595610294677853,0.18725155478454888,-0.6795917359133514,-0.9710901167357414,1
1230,-0.16572325781392333,0.11493226513014225,-0.8317577860857138,-0.9056692728261084,-0.7693385513346798,1
1234,3.159229002057393,-1.612379449487393,-0.5489491141935701,1.9214289343614184,0.4176134354860114,5
1240,-3.013497723840373,0.568496979342944,1.8705874576369277,1.3371724212757068,1.1497909993931852,3
1248,-1.4282289093943965,1.3160086691763735,-0.498927086520089,-0.6645251718964509,1.257966085157003,3
1252,-2.9591158630477348,-1.0610923799384524,0.39663924056615896,-1.6954809853012844,-0.973994199240881,5
1256,-2.011653135171924,-1.8318428075290083,0.5069714494972986,-1.0301895434783566,1.2638367035851756,3
1268,-3.1799201214817536,0.7494576951826047,-0.016269242954258238,1.4355782014844436,-0.22073740292960164,5
1277,-2.077305858733756,1.8598010771948643,0.09061058365139132,-0.17124195361341513,1.4537737649725928,1
1283,-0.1356536513520719,0.2476728434206689,-0.05554180385782319,-0.13310316139915754,-0.37252420556694416,3
1289,0.24625067005559706,-0.8347337520254852,0.6348356719640215,1.494237192082245,0.6556150117793151,3
1298,-2.927116375837901,-1.9348338936306744,0.12014616846610066,-1.983562009129051,0.37887461713154347,1
1300,-2.2950106894026816,-2.028457130955036,0.6883883087930878,0.00588724504898955,-0.015585221839008385,1
1301,-3.1088843231169245,-1.4440019320787472,0.6368257930184698,1.142515468308411,1.1659058634477606,1
1302,-1.1371725501074919,-1.8979720503050899,-0.07113799304257176,-0.6725141940338437,0.27228417505748165,5
1304,1.4903259167739735,-2.028952969815088,0.7896459651711789,-1.8387521817963235,0.3673285822891971,1
1307,-0.9820794004956674,2.4293510370236704,0.12103369408096025,0.6414237240028989,0.6599894633290742,1
1331,-2.81442089805713,1.2914343046843195,0.9455735769698148,-1.8337947370429004,-0.05654250483910184,5
1335,-3.0718465664356462,-0.04076173755560174,-2.3243467167981997,-0.013663183556852393,-1.4647057620226456,5
1339,-1.1809475708557826,5.100161722272777,0.2423605345699106,0.6499550063259122,0.17434896029386154,1
1343,3.840302092132069,-1.251801115855646,1.1048182097982695,-1.4156269724174848,-0.14824323860850147,1
1345,-2.408826946430775,-1.92706620207265,1.3375954192322468,-0.03745241800718465,1.92208541135676,5
1349,-2.3180457850848875,2.4766140899776627,0.29680916837611354,0.4611936198099109,-0.12719816598416234,3
1350,-2.744613738071413,6.4290849114791815,0.2573064259140809,-0.4644277654126678,-1.3025471039598249,3
1355,1.8389074928976017,-0.9026864322755072,1.3952821530214723,0.4485238691497472,-1.498869518861394,1
1362,-1.5007053038747489,-2.1836571961506785,-0.15983702137959413,-2.601360963649353,-0.8104986356670164,5
1409,2.987177431530636,0.2405335069612028,0.7258892406827291,0.7928860531140652,0.5603753581014612,1
1410,-2.1107115584029983,-0.6545923187155418,1.0381511151768683,-0.25372558423158426,-1.0203710919620057,3
1412,-1.0932658514542641,0.1387234479777976,-2.0503526254045203,1.0944526434589965,-0.6429396326116006,3
1420,-2.3930364234685704,0.2147759023755711,-0.7379786474598863,0.3410805918388499,0.19006761871346056,5
1423,-2.0131934144436543,-0.1185121234325604,-2.1924847355180117,-0.4688658161465378,-2.102574716909149,1
1424,2.3767343489865937,-1.7277239298512452,0.5349677110821515,0.9236304875629204,0.24455275141187816,3
1431,3.8205341739751777,-2.20467123544054,0.5417760218596986,1.2510489183761957,0.03064681721812567,1
1433,0.8622713299962422,-1.3796629133663703,-1.1724174796789413,-0.9881754185009376,1.8455384998312176,5
1441,2.3767159951839627,-1.5241026316147035,0.5036855883503689,0.769783452618599,-1.3512614426197491,3
1442,1.8928483039027693,0.8387845454786309,-0.5033233285840193,-0.44908383721978695,-1.0803556295962495,1
1443,-3.128297447175572,-0.08146778268471337,1.0990009304385306,-0.28473724125920424,-0.8392521455854203,5
1447,3.055721381505095,1.1388149176156614,-1.1738877019779619,0.7269673225445876,-0.14139024594104282,5
1452,-1.1161341078226596,-0.2309025739902491,1.7196365144383237,0.5861179090919294,0.9961751219703322,5
1453,-1.0908752237068209,0.0009396743866443492,0.09755170795527453,-0.2058523202440398,0.02767160802713135,5
1457,2.526686803678161,0.3662487328158232,0.959352139480961,-0.695048193171073,2.5094852671397434,1
1465,4.050313241829713,-1.7854443834659393,1.1714394319807182,0.003512225653567884,0.3041513995517082,1
1468,0.8029095980784937,-0.5251290202653456,0.3178426016228231,-0.4767837738237762,-0.9838061195020832,5
1471,-2.935104909246853,-0.9262534929596986,1.0025051447482805,-0.8198765200626897,0.4210251568243767,1
1474,-1.1993620245349337,1.6848524912486105,-1.6876246961944488,0.11272286043412424,-0.8569921497270329,3
1484,-1.1964252906773831,1.875851050241424,-1.6064125910606006,-1.8840203793333687,0.06029265358392868,1
1495,-3.119552506414419,-1.6952042920814034,0.9257520300594289,-0.8829967824028749,-0.8604056446913432,3
1496,1.7107004182925294,5.328200739256577,-0.6659218458004671,1.256628547328476,0.9813589910073632,1
1500,-2.30430784085076,-1.2512289798944285,0.2666062245728654,0.9747666910099744,-0.1409620994032594,1
1506,-3.0735203369098283,-0.5546582574339252,-1.3356835815996568,0.16820392856616265,-2.456536687328748,5
1507,-1.4932987141685816,-0.35968209529376083,1.9252820481799653,-1.9857346789877677,-0.31714358324270503,3
1512,-1.4742839264815244,-2.038587509388044,0.03110503895618642,-1.4475925891906258,-0.06537548601377394,5
1519,3.1657465302227745,1.5175451153422057,-0.7027867363814259,-0.7966193813437591,-0.7521053749997831,1
1523,0.30106011417738043,3.5761986638111,1.0752937456535618,0.1500525858031145,0.08411847384320285,2
1524,-2.0064993165008143,-2.2969526417122457,1.279058274970453,0.21684189855375197,1.239449368712627,1
1526,-2.495680280621285,-0.7714640167357848,1.406843785850665,2.3801222127982533,0.5230699266867874,1
