,pc1,pc2,pc3,pc4,pc5,arr_delay
0,-0.2000789953240021,-1.051911198076683,0.0495226034313782,1.0201231461933715,0.04491802282186996,-6.0
1,1.8998283833643987,-1.9133410782774285,1.1645071305588015,-0.9468781755430248,1.2736255168002624,20.0
2,0.23230214503455324,0.8173533504411938,0.2282103286171096,0.9408563123939568,1.6824593647625417,5.0
3,3.8329296725937647,-2.0779185089807246,0.6112939744834837,-1.221625013692334,-1.1187021512082536,101.0
4,-1.1175536538902868,-2.163419122578771,-0.12576105671177765,-1.5843721637676302,-0.6963838983313826,-5.0
5,-1.8992704791863584,6.1266739178409155,1.0620889650198733,-1.5080184378522452,0.3664346213863753,-32.0
6,1.6189640359952953,0.4006097789624399,1.035553373271177,-1.0893723204262908,1.2394006206971215,-7.0
7,-3.029922050016768,1.4771689754043915,-1.030997936234051,-1.126710868740438,1.079657103513937,71.0
8,0.3052746824437486,-0.013856042227654585,-0.8401072375679318,-1.5124050513595455,1.5472658165636983,-22.0
9,2.4809980548641715,0.3825643503948326,-2.0637786730130063,-0.14581490264454025,1.0426692511613886,-20.0
10,-0.9998086487753449,0.6102025374722763,-0.5674548733081168,1.7940217715127178,0.6038524617984452,-7.0
11,3.906553694118751,-0.4243272939101574,1.5437028103239399,-0.17739429991358327,1.9092325963452168,43.0
12,1.5699566026693448,-1.9549455497722403,-0.8152318776417404,1.01871590099982,1.9227826465226947,-6.0
13,-3.1250061653565067,0.14017983325327418,-0.9246850795967548,-0.7235503615155648,-1.6519495866807168,-20.0
14,-3.146141187073652,-2.3724425994018588,0.9123983817683486,0.5121583950691312,-1.1101294101584611,71.0
15,1.8901362004283595,0.6751594975482278,-0.5935912317260793,-1.04261206277803,-2.2651721798585083,-7.0
16,-2.8846293399794734,-0.8048772571717829,-1.2193996167407308,-0.6708899694347789,0.1557307790404508,15.0
17,-1.9650543640464404,-1.7151358642468986,1.1213134833202978,0.6593826288385561,0.015775081268091417,-14.0
18,-2.943181218636913,-1.6235949489886432,0.4828096666909269,0.5236536288131054,-0.3700810161730025,-7.0
19,-3.1929318057855074,-1.6188534152619547,1.1920735104061566,-0.023314778423021702,0.5301830960994921,-15.0
20,-1.3494276507829102,0.2330031280634127,-1.9339494503653782,0.6767764669818762,0.15339467291309428,3.0
21,-0.08278931056770297,-1.0859168086134086,-0.18590794275924608,-0.7105544513220284,1.592363817236479,36.0
22,-1.152156928487218,-0.7029440132500699,1.4674320375298695,1.1406268610297683,0.18497774975217976,-17.0
23,1.9258494952962737,1.0487030138347155,-0.6745593422160511,0.2797397197688465,0.6915581224176589,-17.0
24,-1.3133907739010866,0.5980074352749617,-0.455962664133797,0.2163802077271549,1.1377600665554497,-5.0
25,-1.921561146729772,2.2747236693141843,2.3992429052794892,-1.4784738434655629,0.4594109377399371,20.0
26,1.497983492176215,-1.1024828557209887,1.4682209035984466,-0.2942155441910195,0.3568369183048172,-19.0
27,3.075069460403312,0.1744177756847534,1.6851535228656742,0.4372443994890204,-0.1567993353663823,-18.0
28,-2.847788750180248,1.5359697226192672,-1.3472913930493111,0.055078440305462745,0.868387915696723,-4.0
29,0.2712925849247027,0.21974000890518092,1.044667656543838,-0.03928489424712519,-0.21749873590956534,-18.0
30,-1.0737107208023733,-1.364855787801266,1.2451153204326784,-0.12737919195240335,1.2485794352363215,-13.0
31,3.0858281379472965,-1.0425321719391127,1.5280584358269924,0.489842190839065,0.3131135835878736,-3.0
32,-1.092681531591862,-0.7009289374149986,-2.4372677029927137,-0.5215248008355063,-0.5741956331511445,6.0
33,-0.16610568646819554,0.3625251804042255,-0.6505734016449539,-0.4107284958021182,0.1301809543417857,-14.0
34,1.4996787266472174,-1.632567303551154,0.17986033557481398,0.5454088690833202,0.5520129777979981,-4.0
35,-3.1009250864969684,-1.4906910913524114,1.4815307513070095,-0.6656154800104657,1.8678530999207428,-11.0
36,-1.0727102291887156,-0.8215849660058311,-1.7796783971694623,1.1294841292927391,1.328982944355874,99.0
37,0.2763187525197381,-1.9472056391290984,1.072872912791068,-0.9190356153372496,1.2276626593220479,25.0
38,1.5509658398968753,0.22336152784917546,-1.4181802355432649,1.887331824964136,0.3975627117065016,3.0
39,1.8695104157351925,-0.12734973453802367,-0.03201363986678391,0.6561609848763473,1.9217530795602773,-10.0
40,0.2299871288628723,-1.6569628642115242,0.669482323941457,0.10770492898680624,-0.17566466363007208,93.0
41,2.4037876228479518,-1.7358412590012688,0.06991766047673381,-0.3812281275116783,-0.4669884879527908,-29.0
42,3.1779533372110302,-2.145396732529887,1.2202117525140106,0.15534361628552731,0.12853893389501167,7.0
43,4.004712420837962,5.888903150604756,-0.32941100627261377,-0.4599575315771862,1.1956411567226752,-13.0
44,0.09538519841751712,2.5505688813061056,0.05216735957422508,-2.332054199255203,-0.4999410499160013,-2.0
45,3.084810265654941,-0.09494395386057837,-0.4736309365938209,-0.3482099132897281,2.242625018925504,-20.0
46,0.9632905392254152,0.7457693411662459,0.8781566518759616,1.9472564517830315,0.11920414243477302,-12.0
47,-1.1109647540097134,-1.9503327736075533,0.9720942502670538,1.4536142376439354,1.2473495887896169,-4.0
48,-3.0245647303559635,0.2309886137700761,-1.2740210928946651,-1.2025606356043117,0.6927072826824346,-26.0
49,0.24916501846555544,-1.8720328752875748,0.780322157623683,0.7128979350343261,0.8968071704600458,-7.0
50,0.28507765729607104,-0.2890825873541662,-1.9044302127061281,1.8712530870006852,0.07672096421239813,51.0
51,3.1881578115411253,-1.1525763377540916,-1.124461469593259,-1.6475787405717854,-1.4974157751125132,-25.0
52,-2.8394239380624016,3.1921045962747483,1.6082708898518887,1.4953797403984601,-0.7028514107960361,11.0
53,0.15386567821944852,0.8769139485485062,-1.9372788508646792,-1.1871621515538353,1.3746551100358513,32.0
54,0.30992550579450945,-0.6551233201771302,-1.2856751948506906,-0.32064911724433937,-2.3347624037280577,-18.0
55,-3.0577881682480577,-0.8216310614277855,1.5298563696240752,-0.6711589088278743,-1.1331264977955997,-6.0
56,0.3116587910940807,2.310671799678906,0.23564319753939506,0.6585246835384715,0.6543635439062597,19.0
57,1.5284683241063195,-1.5034135429290545,0.0946733520754548,-0.17468741878459718,-1.6855477245388486,-16.0
58,0.2988872840360036,-1.0124959756996108,-1.2997450455517052,-1.6635199669242249,-0.1982557752280111,18.0
59,-1.3502900187425313,0.8531282564363433,0.9699840743677708,1.8720587032120823,0.6410579080155775,-31.0
60,-1.9632118942983747,0.43513285003588337,0.8842705910758748,-0.4325947319467628,-1.9373650093884156,-10.0
61,-1.9251099486895933,-1.6580552614728037,1.205977983509554,0.8139437587315808,0.14283302017320135,2.0
62,3.8842874208978735,-1.4262288759363402,-1.5655024432450768,0.18038988529957067,-0.1432000094245794,-13.0
63,-3.011549802810495,0.6668261506055021,-1.1771387043255144,-0.8152351222849245,0.8044209152293518,-4.0
64,4.166236814508714,-1.7490908608541509,0.18973753530265253,0.2177085643506024,0.34984675767896245,-10.0
65,0.3833827172440794,2.6245504475927484,-1.2033321674678428,0.7981240045438635,-0.11995045811192892,-2.0
66,-3.160386756759622,0.49252205929891296,-0.821425800648757,1.27409465052848,-1.5480365244590522,-16.0
67,-2.6666294722123234,-2.2330840308478512,-0.18873023370652492,-0.17077884946204766,0.3496802882084008,-12.0
68,2.3862676380093064,-2.1883979764098243,0.8616005125394138,2.0226884928703828,-0.9259615104562182,0.0
69,4.077252181016707,-1.3808729953895402,1.5783004368060052,-0.8252830625681895,-0.3399849716522687,-27.0
70,-1.4473401829532766,-1.7039309209911269,-0.07109511395134407,-1.8277679865203864,-0.03875476812994714,0.0
