,branded_code_share,origin,dest,crs_dep_time,crs_arr_time,crs_elapsed_time,air_time,distance,fl_month,fl_day_of_week,fl_week_of_month,mkt_op_combo,fl_type,m_hist_dep_delay,med_hist_dep_delay,m_hist_arr_delay,med_hist_arr_delay,arr_delay
4735,-0.7788075504361053,0.652286513003593,0.12716421433749275,1.634713039931406,1.4502223634702025,-0.7380784876757167,-0.6965680262874108,-0.7358080696785401,-1.0531226869656207,1.5347990734875725,0.6866693844827525,1.3432352185707128,-0.5201790405599706,1.100287981169719,0.9274024745630656,0.9459150682901902,0.9181439374632954,-6.0
4736,-0.7788075504361053,1.7214295533996455,0.37459248300637454,-1.2352361146676576,-0.4997977855423952,0.7279844569345204,0.7647097207158485,1.1472486176993388,-0.7588301558002534,-1.4718800174793067,1.4511818008447102,1.3432352185707128,-0.5201790405599706,-1.3503479947668628,-1.7073148574589825,-1.2568812558886686,-1.1228348603253158,5.0
4737,1.2840142592865669,0.2167097187681641,1.1267744197597749,-0.005257905553773193,0.08520825916138408,-0.5007159156912021,-0.5688835629570289,-0.5753299839001895,-0.7588301558002534,-0.4696536538236806,0.6866693844827525,-1.2528096535072115,-0.5201790405599706,0.0987545920981276,0.049163363889049516,0.09736938062659524,-0.10234546143101017,-15.0
4738,1.2840142592865669,-1.5255974581735512,0.7308891898895643,-1.440232482853305,-1.6698098749499541,-0.9754410596602312,-1.1221829040553504,-1.1028590105545546,0.7126325000265826,0.03145952800413263,0.6866693844827525,0.7498535335243302,-0.5201790405599706,-1.6843755553670576,-1.7073148574589825,-1.638920939517324,-1.6330795597724683,-23.0
4739,-0.7788075504361053,-1.367205896633395,1.4731739958962096,0.6097311990031691,0.8652163187664231,1.300447130544232,1.4315063625522872,1.0857889252735875,1.3012175623573172,1.0336858916597589,1.4511818008447102,-0.21439170467604174,1.6105399745071334,0.8114318365021045,0.9274024745630656,0.9115153397537296,0.9181439374632954,11.0
4740,-0.7788075504361053,-1.080121191341863,0.1073699528439822,0.4047348308175216,0.2802102740626438,2.0264973507321593,2.467169231787607,1.95988232866205,0.7126325000265826,0.5325727098319458,0.6866693844827525,-1.5495004960304029,-0.5201790405599706,0.5820123553565799,0.9274024745630656,0.6216725166580138,0.4078992380161426,36.0
4741,1.2840142592865669,0.5928896774260345,-0.3478980615067603,1.2247203035601113,1.2552203485689426,0.504584389184389,0.36746916813243824,0.20315945349265974,-1.3474152181309875,1.0336858916597589,-0.8423554482411629,0.00812642721635176,-0.5201790405599706,1.3497091486056845,0.9274024745630656,1.2799220094460138,1.4283886369104482,-20.0
4742,1.2840142592865669,0.8700749101213074,1.2752313809611042,-0.6202470101107154,-0.4997977855423952,-0.0818407886597058,-0.0439585470432367,-0.23730167555855766,-0.7588301558002534,-0.4696536538236806,-1.6068678646031207,-0.8819461003532223,-0.5201790405599706,-0.5388417233672673,-0.8290757467849664,-0.5840638427603656,-0.612590160878163,-2.0
4743,-0.7788075504361053,0.5928896774260345,0.354798221512864,-1.2352361146676576,-0.6947998004436551,0.8815720035127357,0.6795867451622606,0.9253108394952372,1.5955100935226842,-0.9707668356514938,0.6866693844827525,-0.21439170467604174,-0.5201790405599706,-1.3503479947668628,-1.7073148574589825,-1.2568812558886686,-1.1228348603253158,-4.0
4744,-0.7788075504361053,1.5135406288781907,-0.8823431218315448,-0.415250641925068,-0.10979375573987572,-0.03995327595655618,0.06953875369488052,0.13316369267444306,-1.641707749296355,-0.4696536538236806,1.4511818008447102,1.3432352185707128,1.6105399745071334,-0.3455620554437191,0.049163363889049516,-0.4730043018893449,-0.612590160878163,-10.0
4745,1.2840142592865669,-0.872232266820408,1.7700879182988678,0.6097311990031691,0.8652163187664231,-0.0678782844253226,-0.14326868518908928,0.005122666787461253,0.4183399688612154,-0.4696536538236806,-0.07784303187920527,-1.1044642322456155,-0.5201790405599706,0.8114318365021045,0.9274024745630656,0.9115153397537296,0.9181439374632954,8.0
4746,-0.7788075504361053,0.3553023351158006,-0.8922402525783002,0.19973846263187425,0.2802102740626438,-0.12372830136285545,-0.08652003482003066,-0.015363897354455834,1.5955100935226842,1.0336858916597589,-0.8423554482411629,-1.5495004960304029,-0.5201790405599706,0.4055083073369897,0.9274024745630656,0.4768869142822406,0.4078992380161426,-11.0
4747,-0.7788075504361053,1.4442443207043727,1.3643055576819016,-1.440232482853305,-1.2798058451474343,-0.03995327595655618,0.18303605443299772,-0.12291835909952055,1.0069250311919498,0.5325727098319458,-1.6068678646031207,1.3432352185707128,-0.5201790405599706,-1.6843755553670576,-1.7073148574589825,-1.638920939517324,-1.6330795597724683,13.0
4748,1.2840142592865669,-0.13967129469718673,-1.0802857367666503,1.0197239353744638,1.2552203485689426,0.029859245215359875,-0.07233287222776599,0.24583979545498705,1.5955100935226842,-0.9707668356514938,-0.8423554482411629,1.1207170866783194,-0.5201790405599706,1.3007507798896227,0.9274024745630656,1.3921983403842564,1.4283886369104482,-22.0
4749,-0.7788075504361053,0.8700749101213074,-0.2390296232924523,0.6097311990031691,0.8652163187664231,1.3562971474817649,1.6585009640285218,0.9696983951360576,-0.7588301558002534,0.5325727098319458,-0.8423554482411629,1.3432352185707128,-0.5201790405599706,0.8114318365021045,0.9274024745630656,0.9115153397537296,0.9181439374632954,18.0
4750,-0.7788075504361053,1.711530080803386,-1.0802857367666503,-1.03023974648201,-0.4997977855423952,0.09967176638727593,-0.0013970592664427435,0.12633483796047068,-1.3474152181309875,-0.4696536538236806,0.6866693844827525,-1.5495004960304029,-0.5201790405599706,-1.0613083024028944,-0.8290757467849664,-1.0221252156031304,-1.1228348603253158,-17.0
4751,-0.7788075504361053,0.3553023351158006,0.12716421433749275,1.0197239353744638,1.2552203485689426,2.7385850666857032,2.56647936993346,2.4754608595669634,1.3012175623573172,-0.9707668356514938,-0.07784303187920527,-0.21439170467604174,-0.5201790405599706,1.3007507798896227,0.9274024745630656,1.3921983403842564,1.4283886369104482,-20.0
4752,-0.7788075504361053,-0.8920312120129275,0.7308891898895643,-0.6202470101107154,-0.6947998004436551,-0.2633533437066876,-0.15745584778135396,-0.26632430809294017,-0.7588301558002534,0.03145952800413263,0.6866693844827525,0.9723716654167236,1.6105399745071334,-0.5388417233672673,-0.8290757467849664,-0.5840638427603656,-0.612590160878163,0.0
