,branded_code_share,crs_dep_time,crs_arr_time,crs_elapsed_time,air_time,distance,fl_month,fl_day_of_week,fl_type,state_travel_type,m_hist_dep_delay,med_hist_dep_delay,m_hist_arr_delay,med_hist_arr_delay,origin_cat,dest_cat,mkt_op_combo_cat,cancelled
7353,-0.7788084007826285,0.8147274550509238,0.8652161960861381,0.364959346840557,0.04116555110321937,-0.010241838606794377,-0.4645366390037411,0.5325729555359721,-0.5201787681072727,0.3501999172735114,1.0441048338788776,0.9274019865965122,1.11788398521565,0.918143554850546,0.21670956943659134,-1.594937094232696,-0.21439236990853808,0.0
7354,-0.7788084007826285,-0.8252437270312749,-0.6948001853567921,0.3091093299030241,0.4384059248987196,0.18950221654309185,-1.6417063243178327,-0.4696535006683722,-0.5201787681072727,0.3501999172735114,-0.7899251891407681,-0.8290762312361475,-0.847365390798562,-0.6125905741645321,-0.92172998930476,0.8793463276027379,1.3432347240454183,0.0
7355,-0.7788084007826285,1.2247202505714734,1.2552202914468706,0.6442094315282213,0.5377160183475946,0.602648040015506,0.4183406249818276,1.5347994117403163,-0.5201787681072727,0.3501999172735114,1.3497088358353746,0.9274019865965122,1.2799216343283482,1.4283882645222388,0.4542969556086994,-0.8724463350567492,-1.5495013075833584,0.0
7356,1.2840128573280858,0.8147274550509238,0.6702141484057718,-1.1848786231759796,-1.0370583206274242,-1.0721290377796937,-0.7588290603322639,0.03145972743379996,-0.5201787681072727,0.3501999172735114,1.0441048338788776,0.9274019865965122,1.11788398521565,0.918143554850546,0.11771482519821296,-0.8724463350567492,-1.252810432544509,0.0
7357,-0.7788084007826285,-1.0302401247915498,-1.0848042807175244,-0.31920336064422045,-0.2283904168294415,-0.28339610205963023,0.4183406249818276,-0.4696535006683722,1.6105408876300962,0.3501999172735114,-1.0613087133988712,-0.8290762312361475,-1.0221256303466728,-1.1228352838362248,-0.8821320916094086,0.8793463276027379,1.3432347240454183,0.0
7358,-0.7788084007826285,-0.4152509315107252,-0.4997981376764257,-0.5984534453318847,-0.6114436344179596,-0.6214245030825145,1.0069254676388733,0.03145972743379996,-0.5201787681072727,0.3501999172735114,-0.3455624372799515,0.04916287768018236,-0.4730047071806931,-0.6125905741645321,0.3553022113703211,-1.594937094232696,-0.21439236990853808,0.0
7359,-0.7788084007826285,-1.6452293180723745,-1.669810423758623,-1.0173285723633811,-0.9661225395925132,-0.9304302636135352,1.0069254676388733,-0.4696535006683722,1.6105408876300962,0.3501999172735114,-1.8017948198182367,-1.7073153401524774,-1.8360963612041337,-1.6330799935079174,1.6620328353169156,-1.594937094232696,-0.21439236990853808,0.0
7360,-0.7788084007826285,1.2247202505714734,1.0602182437665042,-0.947516051191465,-0.9519353833855312,-0.9287230494669548,0.4183406249818276,-1.4718799568727163,1.6105408876300962,-2.855511811040732,1.3497088358353746,0.9274019865965122,1.2799216343283482,1.4283882645222388,1.3650486026017803,-0.4765609875630798,-0.7336014012265235,0.0
7361,-0.7788084007826285,-0.2102545337504504,1.0602182437665042,2.012534846497776,1.5591912652503097,2.340592041234174,-1.0531214816607868,-1.4718799568727163,1.6105408876300962,0.3501999172735114,-0.14889738718886045,0.04916287768018236,-0.1278718429644956,-0.10234586449283943,1.3848475514494565,-1.594937094232696,-0.21439236990853808,0.0
7362,1.2840128573280858,0.4047346595303741,0.6702141484057718,-0.2633533437066876,-0.4553849161411559,-0.3448558113365183,-0.17024421767521822,-1.4718799568727163,-0.5201787681072727,0.3501999172735114,0.5820120113100431,0.9274019865965122,0.6216721302096888,0.4078988451788533,0.7314822394761589,-1.1495660783023178,-1.1044649950250849,0.0
7363,-0.7788084007826285,-1.2352365225518245,-1.2798063283978909,-0.8777035300195489,-0.6823794154528703,-0.8177541299392403,-0.7588290603322639,0.03145972743379996,-0.5201787681072727,0.3501999172735114,-1.3503484175384144,-1.7073153401524774,-1.2568816746731424,-1.1228352838362248,-1.6740900455164356,-1.2287431478010518,1.3432347240454183,0.0
7364,-0.7788084007826285,-1.2352365225518245,-1.2798063283978909,-0.7520409919101,-0.6256307906249416,-0.7341006367568094,1.0069254676388733,1.5347994117403163,1.6105408876300962,0.3501999172735114,-1.3503484175384144,-1.7073153401524774,-1.2568816746731424,-1.1228352838362248,0.8799743558337264,1.5127628835926092,-1.5495013075833584,0.0
7365,-0.7788084007826285,-1.4402329203120994,-1.2798063283978909,0.364959346840557,0.3390958314498445,0.16047957605122806,-1.3474139029893095,1.033686183638144,-0.5201787681072727,0.3501999172735114,-1.6843759917470054,-1.7073153401524774,-1.6389213648779692,-1.6330799935079174,-0.8821320916094086,0.1271641673647661,-0.21439236990853808,0.0
7366,-0.7788084007826285,-0.4152509315107252,-0.10979404231569324,0.4626968764812394,0.2397857380009695,0.3175432775366086,-0.17024421767521822,-0.9707667287705444,1.6105408876300962,0.3501999172735114,-0.3455624372799515,0.04916287768018236,-0.4730047071806931,-0.6125905741645321,0.1276142996220508,1.3643058782824828,-0.21439236990853808,0.0
7367,1.2840128573280858,-0.620247329271,-0.4997981376764257,-1.1011035977696804,-1.136368414076299,-1.0772506802194344,-0.17024421767521822,0.5325729555359721,-0.5201787681072727,0.3501999172735114,-0.5388421130777789,-0.8290762312361475,-0.5840642499634173,-0.6125905741645321,0.7314822394761589,-0.3874867843770042,-1.252810432544509,0.0
7368,-0.7788084007826285,0.1997382617700993,0.08520800536467303,0.9793095331534184,0.7930848300732734,1.0431092898332035,0.4183406249818276,0.5325729555359721,-0.5201787681072727,0.3501999172735114,0.40550795609961815,0.9274019865965122,0.4768865253416745,0.4078988451788533,-0.13967150982157084,0.1271641673647661,0.9723711302468572,0.0
7369,-0.7788084007826285,0.4047346595303741,0.4752121007254056,-0.5984534453318847,-0.5688821657970131,-0.6333750021085761,0.7126330463103504,1.5347994117403163,1.6105408876300962,0.3501999172735114,0.5820120113100431,0.9274019865965122,0.6216721302096888,0.4078988451788533,0.10781535077437512,1.4929686162179256,0.4531620989288718,0.0
7370,1.2840128573280858,1.6347130460920232,1.6452243868076029,-0.6961909749725672,-0.6965665716598525,-0.6965419255320444,-0.7588290603322639,1.033686183638144,-0.5201787681072727,0.3501999172735114,1.1002876582379066,0.9274019865965122,0.9459146874231562,0.918143554850546,0.7314822394761589,-1.0505947414289003,0.8981984114871451,0.0
